;island;Richness;Even
deep100;swash;0.055394808;0.23692089
deep11;swash;0.061510904;0.231522778
deep12;swash;0.056710935;0.239953847
deep13;swash;0.055698938;0.229840863
deep14;swash;0.049277409;0.221858614
deep15;swash;0.059384522;0.241652731
deep16;swash;0.042840048;0.25581311
deep17;swash;0.061768151;0.239290631
deep18;swash;0.068423875;0.246464973
deep19;swash;0.054229375;0.244982186
deep2;swash;0.064333737;0.238402749
deep20;swash;0.048680992;0.227371727
deep21;swash;0.052006008;0.229487871
deep22;swash;0.048430242;0.23164533
deep23;swash;0.049214061;0.240327058
deep24;swash;0.055405917;0.224242822
deep25;swash;0.046402654;0.244277186
deep26;swash;0.037859816;0.228762762
deep27;swash;0.061060701;0.2370139
deep28;swash;0.053371601;0.233894662
deep29;swash;0.049005419;0.241602323
deep3;swash;0.064426224;0.238504101
deep30;swash;0.052405142;0.224565267
deep31;swash;0.0567882;0.248454731
deep32;swash;0.056069125;0.247774077
deep33;swash;0.066464898;0.232153041
deep34;swash;0.047119132;0.249115199
deep35;swash;0.051750226;0.232351709
deep36;swash;0.05091302;0.231847606
deep37;swash;0.073756462;0.239931643
deep38;swash;0.057578295;0.247294844
deep39;swash;0.054856455;0.231865183
deep4;swash;0.055477034;0.224109478
deep40;swash;0.066067978;0.249240113
deep41;swash;0.062502761;0.248015143
deep42;swash;0.050194319;0.221658787
deep43;swash;0.050384782;0.252904115
deep44;swash;0.058333623;0.230232795
deep45;swash;0.05005347;0.245906496
deep46;swash;0.052136639;0.249824314
deep47;swash;0.060530776;0.241072615
deep48;swash;0.047542717;0.224924634
deep49;swash;0.054353563;0.22897818
deep5;swash;0.060794239;0.241369791
deep50;swash;0.068011186;0.240674747
deep51;swash;0.054652696;0.232196962
deep52;swash;0.064943709;0.237659126
deep53;swash;0.058614199;0.240338705
deep54;swash;0.065184197;0.241605857
deep55;swash;0.066093434;0.245036443
deep56;swash;0.052021004;0.218877647
deep57;swash;0.057309494;0.242674332
deep58;swash;0.0605871;0.247283488
deep59;swash;0.056158119;0.229567944
deep6;swash;0.062297628;0.229652303
deep60;swash;0.06116233;0.237824498
deep61;swash;0.062182179;0.247131536
deep62;swash;0.066752672;0.242136163
deep63;swash;0.0650055;0.224183865
deep64;swash;0.058200498;0.247754711
deep65;swash;0.062274341;0.241989604
deep66;swash;0.062518361;0.234690746
deep67;swash;0.061267381;0.238847023
deep68;swash;0.065582076;0.244851882
deep69;swash;0.062176357;0.239454233
deep7;swash;0.054973859;0.21828692
deep70;swash;0.059869265;0.236579641
deep71;swash;0.065706981;0.236517349
deep72;swash;0.055862983;0.228361685
deep73;swash;0.056471749;0.241621925
deep74;swash;0.05552839;0.229344319
deep75;swash;0.062869688;0.231467077
deep76;swash;0.056184799;0.230893612
deep77;swash;0.059011805;0.245854559
deep78;swash;0.051251332;0.231912274
deep79;swash;0.06545448;0.235775962
deep8;swash;0.063141436;0.23354511
deep80;swash;0.060613508;0.240170175
deep81;swash;0.052091134;0.244686547
deep82;swash;0.045155412;0.23133068
deep83;swash;0.058556994;0.226265103
deep84;swash;0.060160786;0.23676606
deep85;swash;0.057032054;0.247214985
deep86;swash;0.063689029;0.248401604
deep87;swash;0.062972924;0.231453642
deep88;swash;0.054402685;0.221474755
deep89;swash;0.052652505;0.232465835
deep9;swash;0.049181279;0.251792596
deep90;swash;0.045677478;0.250123056
deep91;swash;0.059143799;0.230540642
deep92;swash;0.067814879;0.249601081
deep93;swash;0.063520367;0.247854501
deep94;swash;0.057582437;0.215442285
deep95;swash;0.067602083;0.239024691
deep96;swash;0.06411533;0.240425791
deep97;swash;0.062008142;0.238234547
deep98;swash;0.064160861;0.240098401
deep99;swash;0.065766316;0.237204
mid1;mid;0.067432645;0.254558077
mid10;mid;0.06632624;0.248719897
mid100;mid;0.053906669;0.228803961
mid11;mid;0.060715407;0.248048725
mid12;mid;0.053327744;0.244118568
mid13;mid;0.057876155;0.246785269
mid14;mid;0.068610884;0.251995384
mid15;mid;0.062886363;0.235539057
mid16;mid;0.057815875;0.236213025
mid17;mid;0.059278809;0.238053839
mid18;mid;0.057825754;0.239894191
mid19;mid;0.066408443;0.23834119
mid2;mid;0.050391894;0.238054884
mid20;mid;0.053657496;0.236345173
mid21;mid;0.049131654;0.197457536
mid22;mid;0.062027616;0.234314765
mid23;mid;0.057816328;0.229138605
mid24;mid;0.066190588;0.250894987
mid25;mid;0.068497438;0.240553208
mid26;mid;0.047649627;0.240729408
mid27;mid;0.058680871;0.227634742
mid28;mid;0.057879612;0.228875918
mid29;mid;0.065138769;0.245845008
mid3;mid;0.079174156;0.251540709
mid30;mid;0.058384589;0.224100522
mid31;mid;0.053981122;0.231138945
mid32;mid;0.07284317;0.249368878
mid33;mid;0.062662214;0.257622422
mid34;mid;0.063373599;0.225817231
mid35;mid;0.056360918;0.219676244
mid36;mid;0.054284432;0.219369677
mid37;mid;0.056544085;0.233248624
mid38;mid;0.062271227;0.24753899
mid39;mid;0.058260647;0.229505089
mid4;mid;0.061388363;0.238791184
mid40;mid;0.037080161;0.263850086
mid41;mid;0.067972603;0.23561215
mid42;mid;0.064496051;0.239554072
mid43;mid;0.062864928;0.242759124
mid44;mid;0.058559602;0.252834445
mid45;mid;0.059514148;0.248210179
mid46;mid;0.065757125;0.254206856
mid47;mid;0.054675814;0.236376248
mid48;mid;0.0554098;0.244653886
mid49;mid;0.058728347;0.242189391
mid5;mid;0.057657752;0.246225639
mid50;mid;0.056354828;0.250296281
mid51;mid;0.063577914;0.250312194
mid52;mid;0.070265148;0.25206497
mid53;mid;0.062032717;0.238447307
mid54;mid;0.039882668;0.221542306
mid55;mid;0.066860176;0.254828131
mid56;mid;0.059189125;0.249126164
mid57;mid;0.061844049;0.237328185
mid58;mid;0.060294644;0.250840965
mid59;mid;0.055847248;0.226543421
mid6;mid;0.054181987;0.241630166
mid60;mid;0.048246161;0.243998088
mid61;mid;0.06376861;0.231101954
mid62;mid;0.063934937;0.227420655
mid63;mid;0.061884729;0.229160251
mid64;mid;0.057371768;0.232948736
mid65;mid;0.06485372;0.251899268
mid66;mid;0.072276136;0.246435245
mid67;mid;0.069440522;0.239912407
mid68;mid;0.052109078;0.24791742
mid69;mid;0.054211461;0.23301557
mid7;mid;0.053161348;0.24515221
mid70;mid;0.060401476;0.230460937
mid71;mid;0.05537635;0.243619905
mid72;mid;0.054530304;0.232603499
mid73;mid;0.060287631;0.242738139
mid74;mid;0.050260912;0.261521829
mid75;mid;0.054952844;0.248870742
mid76;mid;0.06319198;0.226355648
mid77;mid;0.062743152;0.244966577
mid78;mid;0.049340295;0.233520512
mid79;mid;0.051930234;0.236344568
mid8;mid;0.056086538;0.241727861
mid80;mid;0.053641661;0.24506294
mid81;mid;0.068401304;0.241366341
mid82;mid;0.056159126;0.249156696
mid83;mid;0.059916711;0.238159288
mid84;mid;0.071967048;0.240893058
mid85;mid;0.055360442;0.220105908
mid86;mid;0.05145785;0.222533966
mid87;mid;0.060478058;0.237033629
mid88;mid;0.065763798;0.232325228
mid89;mid;0.060641361;0.252451397
mid9;mid;0.063104509;0.244373846
mid90;mid;0.059291554;0.231284322
mid91;mid;0.054482495;0.234654961
mid92;mid;0.059693045;0.218273069
mid93;mid;0.0540294;0.218297427
mid94;mid;0.053799081;0.229139681
mid95;mid;0.066884935;0.23241477
mid96;mid;0.046118225;0.234818037
mid97;mid;0.05000764;0.234283148
mid98;mid;0.069969818;0.23597765
mid99;mid;0.06336282;0.242869567
swash1;deep;0.062895854;0.26492051
swash10;deep;0.068708782;0.26021761
swash100;deep;0.068493152;0.25982663
swash11;deep;0.075991826;0.278017383
swash12;deep;0.065689117;0.249578944
swash13;deep;0.06862634;0.248783012
swash14;deep;0.068682386;0.226305226
swash15;deep;0.070453577;0.249330654
swash16;deep;0.05661415;0.252262764
swash17;deep;0.077770004;0.258089588
swash18;deep;0.063982918;0.249754854
swash19;deep;0.065935921;0.262148681
swash2;deep;0.075898839;0.251485928
swash20;deep;0.066056375;0.254292397
swash21;deep;0.071230146;0.276407294
swash22;deep;0.054060351;0.251352785
swash23;deep;0.054454219;0.259441388
swash24;deep;0.051712206;0.237194548
swash25;deep;0.053565812;0.239516137
swash26;deep;0.060820537;0.234328325
swash27;deep;0.037316463;0.254884928
swash28;deep;0.072011209;0.251370147
swash29;deep;0.067988433;0.253559668
swash3;deep;0.069273241;0.235775683
swash30;deep;0.080487247;0.270292462
swash31;deep;0.060603372;0.228073849
swash32;deep;0.087239554;0.281416179
swash33;deep;0.073922523;0.250107892
swash34;deep;0.067048967;0.253684731
swash35;deep;0.062947156;0.240012385
swash36;deep;0.071729846;0.275148521
swash37;deep;0.092680556;0.240107604
swash38;deep;0.071269574;0.263717943
swash39;deep;0.064720466;0.259388111
swash4;deep;0.043659888;0.249067993
swash40;deep;0.050435308;0.265635156
swash41;deep;0.059883273;0.269494331
swash42;deep;0.07627245;0.255477326
swash43;deep;0.080720707;0.266037577
swash44;deep;0.073832557;0.237577649
swash45;deep;0.05866356;0.238130281
swash46;deep;0.061962105;0.269157194
swash47;deep;0.073153546;0.229894033
swash48;deep;0.054878856;0.259871707
swash49;deep;0.052644561;0.272354109
swash5;deep;0.060465314;0.273099693
swash50;deep;0.054081193;0.257888706
swash51;deep;0.071814491;0.225890294
swash52;deep;0.041893034;0.269579687
swash53;deep;0.073945752;0.241641693
swash54;deep;0.059636486;0.274408833
swash55;deep;0.076960923;0.239523216
swash56;deep;0.043514793;0.2677039
swash57;deep;0.089690163;0.26007307
swash58;deep;0.070700252;0.242511908
swash59;deep;0.057920204;0.22139222
swash6;deep;0.069715118;0.256537123
swash60;deep;0.049770386;0.248569637
swash61;deep;0.047278578;0.240799155
swash62;deep;0.061150206;0.252409701
swash63;deep;0.07029811;0.284900409
swash64;deep;0.054829464;0.250442888
swash65;deep;0.090475679;0.268594934
swash66;deep;0.053824116;0.251431009
swash67;deep;0.080503415;0.251383191
swash68;deep;0.065721719;0.272613165
swash69;deep;0.066349346;0.241662476
swash7;deep;0.071819683;0.269187387
swash70;deep;0.082184693;0.244168865
swash71;deep;0.083682505;0.270847095
swash72;deep;0.092863571;0.283325072
swash73;deep;0.084384367;0.269877573
swash74;deep;0.053647101;0.271760184
swash75;deep;0.07257727;0.245475715
swash76;deep;0.076636046;0.244577096
swash77;deep;0.048594762;0.25223248
swash78;deep;0.05400334;0.252952567
swash79;deep;0.074027684;0.246214359
swash8;deep;0.046593313;0.270188435
swash80;deep;0.042643141;0.261586251
swash81;deep;0.061272799;0.226550808
swash82;deep;0.075146404;0.253315569
swash83;deep;0.0517948;0.248475965
swash84;deep;0.059133576;0.251674268
swash85;deep;0.058338836;0.263414022
swash86;deep;0.059662223;0.240630243
swash87;deep;0.074088151;0.246913164
swash88;deep;0.057206554;0.261061732
swash89;deep;0.050572829;0.257411575
swash9;deep;0.079929026;0.258485199
swash90;deep;0.077814746;0.251168265
swash91;deep;0.060955175;0.249760979
swash92;deep;0.076361006;0.236460143
swash93;deep;0.08342103;0.272256519
swash94;deep;0.073004342;0.244781501
swash95;deep;0.069012083;0.259309879
swash96;deep;0.073908845;0.265968776
swash97;deep;0.079534656;0.235555775
swash98;deep;0.060708154;0.238268854
swash99;deep;0.058060826;0.229280316
deep1;swash;0.040645828;0.218664375
deep10;swash;0.063075189;0.245194101
deep100;swash;0.055851767;0.223244175
deep11;swash;0.051161154;0.222487856
deep12;swash;0.058293847;0.244993634
deep13;swash;0.063998699;0.237398036
deep14;swash;0.043031434;0.224695403
deep15;swash;0.060371233;0.244774578
deep16;swash;0.051084657;0.226835308
deep17;swash;0.066114651;0.239887548
deep18;swash;0.057413972;0.227304053
deep19;swash;0.054122565;0.209301488
deep2;swash;0.067997644;0.238486884
deep20;swash;0.053709004;0.244132927
deep21;swash;0.046331452;0.226560241
deep22;swash;0.060935835;0.229210602
deep23;swash;0.064331178;0.233155402
deep24;swash;0.060839506;0.242233936
deep25;swash;0.053820937;0.223265848
deep26;swash;0.06152933;0.234293329
deep27;swash;0.054800899;0.223964503
deep28;swash;0.05365001;0.247454549
deep29;swash;0.05533995;0.244273454
deep3;swash;0.057984005;0.243198152
deep30;swash;0.047980255;0.227111409
deep31;swash;0.058396817;0.233812689
deep32;swash;0.060558202;0.217927913
deep33;swash;0.055557119;0.232583033
deep34;swash;0.05398199;0.235227863
deep35;swash;0.052558766;0.225902463
deep36;swash;0.052275736;0.220294194
deep37;swash;0.052022822;0.228920154
deep38;swash;0.046993961;0.210489291
deep39;swash;0.059865278;0.245023223
deep4;swash;0.0630327;0.244697736
deep40;swash;0.053057377;0.246019981
deep41;swash;0.050230931;0.221024215
deep42;swash;0.053685858;0.241569873
deep43;swash;0.061020029;0.238940674
deep44;swash;0.061911559;0.225229396
deep45;swash;0.06440816;0.239002854
deep46;swash;0.057884368;0.230244326
deep47;swash;0.059571886;0.229426167
deep48;swash;0.052274248;0.226937474
deep49;swash;0.051722616;0.251689162
deep5;swash;0.055710774;0.235526708
deep50;swash;0.054988367;0.227683083
deep51;swash;0.053519954;0.239579173
deep52;swash;0.05850657;0.241959235
deep53;swash;0.05813263;0.233441675
deep54;swash;0.061919701;0.244500789
deep55;swash;0.058108982;0.23864109
deep56;swash;0.058772905;0.218215668
deep57;swash;0.067400253;0.238963323
deep58;swash;0.053035784;0.230633321
deep59;swash;0.049893749;0.226797132
deep6;swash;0.057841974;0.233416497
deep60;swash;0.060051558;0.246354098
deep61;swash;0.071700492;0.246679191
deep62;swash;0.057257661;0.258298181
deep63;swash;0.057523607;0.227772818
deep64;swash;0.061091492;0.244533852
deep65;swash;0.068828337;0.231058001
deep66;swash;0.062347446;0.243682888
deep67;swash;0.068682516;0.248143237
deep68;swash;0.058690612;0.229997926
deep69;swash;0.063177983;0.234613166
deep7;swash;0.057777921;0.243492882
deep70;swash;0.060550058;0.229262672
deep71;swash;0.049382496;0.2488353
deep72;swash;0.056583503;0.238359495
deep73;swash;0.063577397;0.244317796
deep74;swash;0.04885429;0.251288065
deep75;swash;0.065224331;0.231505456
deep76;swash;0.05015376;0.216281069
deep77;swash;0.051544232;0.252646384
deep78;swash;0.053408344;0.244361941
deep79;swash;0.047811725;0.224094536
deep8;swash;0.055653619;0.243840024
deep80;swash;0.045333997;0.238461922
deep81;swash;0.065469086;0.248111784
deep82;swash;0.056572531;0.239850081
deep83;swash;0.050113937;0.225079893
deep84;swash;0.072291556;0.234650532
deep85;swash;0.072499464;0.243320039
deep86;swash;0.061071659;0.246541311
deep87;swash;0.060226086;0.222566044
deep88;swash;0.045942979;0.241172106
deep89;swash;0.044892112;0.25548712
deep9;swash;0.063319071;0.244566555
deep90;swash;0.055692486;0.230041836
deep91;swash;0.057279898;0.252850452
deep92;swash;0.069136704;0.235037689
deep93;swash;0.062471869;0.241725692
deep94;swash;0.057225606;0.240346622
deep95;swash;0.061145675;0.240381042
deep96;swash;0.063866953;0.242314632
deep97;swash;0.049847297;0.240008192
deep98;swash;0.058093778;0.235311608
deep99;swash;0.066990283;0.247403858
mid1;mid;0.047134759;0.228281082
mid10;mid;0.062119571;0.241245781
mid100;mid;0.061771354;0.233679945
mid11;mid;0.065963126;0.244016185
mid12;mid;0.058196313;0.223467899
mid13;mid;0.06899192;0.252177192
mid14;mid;0.072498669;0.242159009
mid15;mid;0.060406779;0.247602195
mid16;mid;0.046903667;0.240296523
mid17;mid;0.056749603;0.224184694
mid18;mid;0.049773316;0.230090565
mid19;mid;0.063179811;0.235574688
mid2;mid;0.061475595;0.232751906
mid20;mid;0.045317039;0.241993239
mid21;mid;0.057329965;0.228871805
mid22;mid;0.054278688;0.226223418
mid23;mid;0.068772414;0.249600652
mid24;mid;0.063358194;0.241030736
mid25;mid;0.053574865;0.218852191
mid26;mid;0.057319757;0.235098317
mid27;mid;0.051827294;0.245499456
mid28;mid;0.066012471;0.254349325
mid29;mid;0.050895795;0.232284276
mid3;mid;0.042456216;0.256375127
mid30;mid;0.059734509;0.234023954
mid31;mid;0.066559865;0.221697024
mid32;mid;0.063190727;0.227354328
mid33;mid;0.060911739;0.251489364
mid34;mid;0.069125509;0.248891635
mid35;mid;0.063099234;0.249282901
mid36;mid;0.058284545;0.239981181
mid37;mid;0.061847306;0.229704646
mid38;mid;0.051881789;0.234739207
mid39;mid;0.066906362;0.240101261
mid4;mid;0.05608577;0.23482775
mid40;mid;0.055486511;0.221718842
mid41;mid;0.057236124;0.244351937
mid42;mid;0.05866753;0.23007008
mid43;mid;0.043945919;0.243085518
mid44;mid;0.064541558;0.244333622
mid45;mid;0.073086394;0.238923484
mid46;mid;0.057276451;0.234990659
mid47;mid;0.059791208;0.240083783
mid48;mid;0.062862801;0.241115982
mid49;mid;0.062552388;0.247482018
mid5;mid;0.056707714;0.231791085
mid50;mid;0.070878144;0.25057263
mid51;mid;0.0499226;0.237948154
mid52;mid;0.061033301;0.237344428
mid53;mid;0.059763004;0.232389938
mid54;mid;0.072428334;0.24697297
mid55;mid;0.050804727;0.229671854
mid56;mid;0.054580198;0.249575433
mid57;mid;0.055438054;0.230756746
mid58;mid;0.051760446;0.245058853
mid59;mid;0.058250229;0.22824597
mid6;mid;0.066068912;0.222448224
mid60;mid;0.052566139;0.233692424
mid61;mid;0.066929175;0.221118479
mid62;mid;0.056203966;0.215664835
mid63;mid;0.049649319;0.222688595
mid64;mid;0.049146991;0.236784688
mid65;mid;0.054347353;0.248023712
mid66;mid;0.049788143;0.239154751
mid67;mid;0.06095;0.215174285
mid68;mid;0.055718783;0.231044868
mid69;mid;0.040445457;0.246648303
mid7;mid;0.062514129;0.240135314
mid70;mid;0.055109943;0.236005703
mid71;mid;0.04110656;0.259312813
mid72;mid;0.054231854;0.237618542
mid73;mid;0.054645687;0.218106348
mid74;mid;0.058889983;0.232022327
mid75;mid;0.069349494;0.229592949
mid76;mid;0.065928827;0.229407109
mid77;mid;0.058150147;0.230946699
mid78;mid;0.070250021;0.239640519
mid79;mid;0.060665737;0.239608521
mid8;mid;0.054579493;0.236019391
mid80;mid;0.054444674;0.260098499
mid81;mid;0.053189507;0.23011169
mid82;mid;0.061252701;0.230415498
mid83;mid;0.056562178;0.246512937
mid84;mid;0.068024895;0.248497695
mid85;mid;0.058631714;0.240806907
mid86;mid;0.064536039;0.242302169
mid87;mid;0.066680406;0.234627789
mid88;mid;0.05466689;0.238620176
mid89;mid;0.065326213;0.23256686
mid9;mid;0.045223279;0.232834678
mid90;mid;0.057939516;0.244394363
mid91;mid;0.061573934;0.241903595
mid92;mid;0.059086277;0.243508687
mid93;mid;0.039594745;0.257533133
mid94;mid;0.059133104;0.219122865
mid95;mid;0.061503071;0.247084657
mid96;mid;0.06513938;0.253529622
mid97;mid;0.048729375;0.225748849
mid98;mid;0.056295639;0.239683285
mid99;mid;0.059013594;0.246374568
swash1;deep;0.053454929;0.23669683
swash10;deep;0.060288225;0.280849276
swash100;deep;0.066107216;0.220167956
swash11;deep;0.059784119;0.247531401
swash12;deep;0.067831741;0.244616672
swash13;deep;0.060271513;0.24014006
swash14;deep;0.077580509;0.237521984
swash15;deep;0.050231434;0.250144472
swash16;deep;0.081523694;0.250279772
swash17;deep;0.072324089;0.241500855
swash18;deep;0.064410153;0.262800575
swash19;deep;0.050379155;0.264852876
swash2;deep;0.045837075;0.238346431
swash20;deep;0.05236778;0.267969207
swash21;deep;0.077006817;0.268552232
swash22;deep;0.068737752;0.247854297
swash23;deep;0.061825787;0.250265309
swash24;deep;0.082155493;0.268386824
swash25;deep;0.050995884;0.238679028
swash26;deep;0.057748945;0.245841785
swash27;deep;0.065250717;0.243444704
swash28;deep;0.073679799;0.239346497
swash29;deep;0.071359719;0.220861181
swash3;deep;0.073533402;0.233777881
swash30;deep;0.050928881;0.27738028
swash31;deep;0.063662291;0.250127254
swash32;deep;0.068038456;0.252235475
swash33;deep;0.060972994;0.240671151
swash34;deep;0.072585207;0.251350662
swash35;deep;0.068744025;0.242077121
swash36;deep;0.036445868;0.25516641
swash37;deep;0.07065967;0.244240172
swash38;deep;0.074132156;0.23954479
swash39;deep;0.066629366;0.239491869
swash4;deep;0.072378095;0.224385078
swash40;deep;0.059188213;0.260366332
swash41;deep;0.067267212;0.246332464
swash42;deep;0.051461292;0.270236465
swash43;deep;0.084822751;0.250037548
swash44;deep;0.066260139;0.259225147
swash45;deep;0.066044539;0.239119204
swash46;deep;0.077462101;0.235882631
swash47;deep;0.05901579;0.232833605
swash48;deep;0.048289953;0.238163317
swash49;deep;0.070534621;0.2358102
swash5;deep;0.084509712;0.238813533
swash50;deep;0.058685713;0.257891582
swash51;deep;0.062668116;0.257374578
swash52;deep;0.07067393;0.250515281
swash53;deep;0.074265643;0.232361191
swash54;deep;0.067309468;0.265083721
swash55;deep;0.085795523;0.247202322
swash56;deep;0.068977609;0.236722883
swash57;deep;0.057083312;0.225204537
swash58;deep;0.082203342;0.250223525
swash59;deep;0.058052184;0.244941847
swash6;deep;0.063476569;0.269456616
swash60;deep;0.061647927;0.240099519
swash61;deep;0.089212777;0.273883548
swash62;deep;0.086435071;0.23733978
swash63;deep;0.055550396;0.243471467
swash64;deep;0.075605105;0.256063143
swash65;deep;0.056867182;0.249319066
swash66;deep;0.089402231;0.273856394
swash67;deep;0.078143235;0.232966258
swash68;deep;0.053382162;0.225135817
swash69;deep;0.047144224;0.244794034
swash7;deep;0.054549049;0.254924992
swash70;deep;0.046574188;0.243877982
swash71;deep;0.057003474;0.245111872
swash72;deep;0.068751521;0.272025404
swash73;deep;0.039212228;0.254986634
swash74;deep;0.079873383;0.26133179
swash75;deep;0.074229313;0.270491442
swash76;deep;0.081253016;0.280316615
swash77;deep;0.074868758;0.257497586
swash78;deep;0.057975171;0.246820538
swash79;deep;0.062217107;0.253989594
swash8;deep;0.050694528;0.276386115
swash80;deep;0.061602362;0.253302806
swash81;deep;0.06207533;0.226122357
swash82;deep;0.063552433;0.256265662
swash83;deep;0.050741208;0.268937883
swash84;deep;0.057633808;0.269348802
swash85;deep;0.057489075;0.244610068
swash86;deep;0.09496936;0.264844677
swash87;deep;0.054417455;0.272548699
swash88;deep;0.063835981;0.26612268
swash89;deep;0.046291957;0.239756582
swash9;deep;0.064042333;0.260066714
swash90;deep;0.066567257;0.254123114
swash91;deep;0.061715051;0.226461676
swash92;deep;0.073844126;0.245010185
swash93;deep;0.053238093;0.230867984
swash94;deep;0.079203405;0.266523698
swash95;deep;0.063350218;0.245231607
swash96;deep;0.06149651;0.249634654
swash97;deep;0.062847565;0.242061195
swash98;deep;0.052791065;0.244083839
swash99;deep;0.081316959;0.236770031
deep1;swash;0.057889689;0.231454242
deep10;swash;0.05719531;0.234958255
deep100;swash;0.056102445;0.22839668
deep11;swash;0.054567832;0.241045325
deep12;swash;0.06311945;0.246733974
deep13;swash;0.053519233;0.220769176
deep14;swash;0.05803771;0.214630425
deep15;swash;0.060367291;0.249123578
deep16;swash;0.054534961;0.230385813
deep17;swash;0.057135691;0.232119507
deep18;swash;0.061393308;0.243023308
deep19;swash;0.050173712;0.240833235
deep2;swash;0.054119334;0.22614931
deep20;swash;0.059763223;0.233758563
deep21;swash;0.045902028;0.224716534
deep22;swash;0.054529689;0.242163566
deep23;swash;0.039896307;0.243806642
deep24;swash;0.066937706;0.234311459
deep25;swash;0.062753651;0.231233216
deep26;swash;0.055290472;0.242042454
deep27;swash;0.047658682;0.255295467
deep28;swash;0.055700284;0.227568386
deep29;swash;0.06290165;0.246952992
deep3;swash;0.047853973;0.229977353
deep30;swash;0.053046376;0.229263456
deep31;swash;0.05035427;0.218104705
deep32;swash;0.056318146;0.237042113
deep33;swash;0.066866814;0.235609165
deep34;swash;0.050847807;0.235019285
deep35;swash;0.055391073;0.232669594
deep36;swash;0.067084446;0.22601377
deep37;swash;0.070973732;0.250742804
deep38;swash;0.051445919;0.234408247
deep39;swash;0.058211201;0.248131339
deep4;swash;0.059409494;0.221150839
deep40;swash;0.039933375;0.234435995
deep41;swash;0.059969234;0.238677229
deep42;swash;0.0527858;0.238531349
deep43;swash;0.063404681;0.239228595
deep44;swash;0.057038646;0.23771206
deep45;swash;0.055486658;0.220456987
deep46;swash;0.051831151;0.266351397
deep47;swash;0.050638037;0.230751042
deep48;swash;0.057191265;0.22827438
deep49;swash;0.048046568;0.222552001
deep5;swash;0.063746357;0.234276142
deep50;swash;0.058428985;0.233695987
deep51;swash;0.057897429;0.235044414
deep52;swash;0.061413061;0.229235506
deep53;swash;0.049687557;0.248284472
deep54;swash;0.050223704;0.226209587
deep55;swash;0.054353597;0.21973919
deep56;swash;0.061080246;0.237691877
deep57;swash;0.05094249;0.224783891
deep58;swash;0.059790004;0.231315615
deep59;swash;0.0514456;0.228100445
deep6;swash;0.057315226;0.220645597
deep60;swash;0.058764083;0.229413184
deep61;swash;0.048093409;0.252024095
deep62;swash;0.047096605;0.241583659
deep63;swash;0.061562437;0.241681667
deep64;swash;0.060212057;0.240504461
deep65;swash;0.052522899;0.233031181
deep66;swash;0.05916872;0.249182743
deep67;swash;0.054700404;0.222963894
deep68;swash;0.056996673;0.230684685
deep69;swash;0.059280729;0.24402581
deep7;swash;0.05936901;0.245258644
deep70;swash;0.048523584;0.241500123
deep71;swash;0.05381825;0.223228896
deep72;swash;0.057935167;0.230985369
deep73;swash;0.056907844;0.232704036
deep74;swash;0.061288172;0.245493524
deep75;swash;0.059924606;0.225033346
deep76;swash;0.057487782;0.222918274
deep77;swash;0.048417648;0.219353837
deep78;swash;0.059110691;0.239575566
deep79;swash;0.067662197;0.248557959
deep8;swash;0.054849058;0.229055375
deep80;swash;0.053633921;0.23067477
deep81;swash;0.055086812;0.237738858
deep82;swash;0.046990817;0.235055154
deep83;swash;0.061780139;0.239207941
deep84;swash;0.059974842;0.245251568
deep85;swash;0.065203054;0.240099137
deep86;swash;0.059812759;0.221443409
deep87;swash;0.058362563;0.229962452
deep88;swash;0.055470219;0.241905728
deep89;swash;0.060944867;0.23525356
deep9;swash;0.056468687;0.243261916
deep90;swash;0.065234398;0.238386941
deep91;swash;0.05621669;0.230700367
deep92;swash;0.060520914;0.247498978
deep93;swash;0.050973796;0.220198859
deep94;swash;0.055189479;0.235263914
deep95;swash;0.056736565;0.223909337
deep96;swash;0.052402254;0.226507713
deep97;swash;0.062666079;0.223341722
deep98;swash;0.05612173;0.238559173
deep99;swash;0.065395547;0.24623098
mid1;mid;0.051408373;0.240069012
mid10;mid;0.044883683;0.256375497
mid100;mid;0.059913134;0.231014882
mid11;mid;0.049572562;0.246140152
mid12;mid;0.0466477;0.235352139
mid13;mid;0.052567192;0.236015141
mid14;mid;0.066426563;0.254591027
mid15;mid;0.057848105;0.219133515
mid16;mid;0.059231926;0.236009346
mid17;mid;0.060885606;0.230623228
mid18;mid;0.066163201;0.233053792
mid19;mid;0.05237812;0.241512508
mid2;mid;0.048790325;0.243125201
mid20;mid;0.056584668;0.236456787
mid21;mid;0.055157532;0.231344404
mid22;mid;0.050740091;0.252960207
mid23;mid;0.055380328;0.259454743
mid24;mid;0.047401299;0.228440542
mid25;mid;0.068538267;0.245535867
mid26;mid;0.065326757;0.250209951
mid27;mid;0.0507374;0.246338839
mid28;mid;0.054836282;0.237472397
mid29;mid;0.06198076;0.236897667
mid3;mid;0.054758772;0.247095875
mid30;mid;0.064477543;0.227835419
mid31;mid;0.066655488;0.249527436
mid32;mid;0.05476704;0.22655789
mid33;mid;0.057534787;0.254112921
mid34;mid;0.056417742;0.246716147
mid35;mid;0.064775911;0.24646136
mid36;mid;0.059765634;0.248781154
mid37;mid;0.052937347;0.248702488
mid38;mid;0.054286627;0.232655248
mid39;mid;0.06332106;0.242696235
mid4;mid;0.054526117;0.234767168
mid40;mid;0.050578583;0.224788506
mid41;mid;0.064129927;0.249799565
mid42;mid;0.053078514;0.230703351
