;island;Richness;Even
swash54;deep;0.069183991;0.26775526
swash55;deep;0.070001326;0.258961274
swash56;deep;0.053894704;0.232973234
swash57;deep;0.070576411;0.240574626
swash58;deep;0.067340213;0.251676209
swash59;deep;0.090714683;0.237314504
swash6;deep;0.048138342;0.255413803
swash60;deep;0.070893743;0.25571788
swash61;deep;0.078455361;0.228998876
swash62;deep;0.074001488;0.277565006
swash63;deep;0.049291011;0.252370006
swash64;deep;0.090215792;0.232824835
swash65;deep;0.06609814;0.243016872
swash66;deep;0.072392669;0.225257235
swash67;deep;0.065289423;0.262931576
swash68;deep;0.088278191;0.270540253
swash69;deep;0.076916582;0.238005056
swash7;deep;0.062016983;0.260242877
swash70;deep;0.071031566;0.249614267
swash71;deep;0.050100673;0.235811319
swash72;deep;0.071082456;0.254013314
swash73;deep;0.079297705;0.260659274
swash74;deep;0.092596453;0.268119242
swash75;deep;0.083049048;0.250181451
swash76;deep;0.064100096;0.26062109
swash77;deep;0.078493349;0.268246547
swash78;deep;0.071249977;0.237918091
swash79;deep;0.052787203;0.265857786
swash8;deep;0.060603791;0.246460801
swash80;deep;0.060353525;0.239574244
swash81;deep;0.064587538;0.28056564
swash82;deep;0.061965217;0.255176226
swash83;deep;0.073236389;0.251363749
swash84;deep;0.054355615;0.257518331
swash85;deep;0.071526753;0.241153305
swash86;deep;0.074056099;0.248693242
swash87;deep;0.08414783;0.260140203
swash88;deep;0.075165335;0.249092721
swash89;deep;0.066439178;0.261451097
swash9;deep;0.0515971;0.269500802
swash90;deep;0.048126452;0.287419516
swash91;deep;0.064056161;0.230476201
swash92;deep;0.040782091;0.234097937
swash93;deep;0.078022548;0.250808901
swash94;deep;0.060268094;0.277345548
swash95;deep;0.04323643;0.264567277
swash96;deep;0.073476012;0.255135582
swash97;deep;0.061381254;0.244627081
swash98;deep;0.089715525;0.261037467
swash99;deep;0.071516397;0.234437844
deep1;swash;0.058735225;0.239377652
deep10;swash;0.056875802;0.245374691
deep100;swash;0.061328225;0.247389684
deep11;swash;0.051772108;0.248092218
deep12;swash;0.054926254;0.242734863
deep13;swash;0.059904724;0.225066659
deep14;swash;0.061200178;0.245982339
deep15;swash;0.061679774;0.242144436
deep16;swash;0.062567731;0.234706499
deep17;swash;0.055853883;0.242111616
deep18;swash;0.056453925;0.241396918
deep19;swash;0.047864773;0.246900478
deep2;swash;0.040947197;0.258078236
deep20;swash;0.056405145;0.221995662
deep21;swash;0.056922735;0.234597621
deep22;swash;0.05643284;0.24201332
deep23;swash;0.061656625;0.252819607
deep24;swash;0.054213896;0.244515665
deep25;swash;0.054650146;0.240469201
deep26;swash;0.065973696;0.236020549
deep27;swash;0.066945178;0.242932945
deep28;swash;0.05878354;0.241946592
deep29;swash;0.054547574;0.234296442
deep3;swash;0.056221295;0.235095926
deep30;swash;0.060843954;0.242775655
deep31;swash;0.061375636;0.246714739
deep32;swash;0.060862502;0.239432457
deep33;swash;0.050505691;0.234334216
deep34;swash;0.055462063;0.224604142
deep35;swash;0.05271643;0.23897284
deep36;swash;0.053465362;0.251372404
deep37;swash;0.063122828;0.240134052
deep38;swash;0.054396975;0.239558106
deep39;swash;0.056605562;0.231894194
deep4;swash;0.065305021;0.241094987
deep40;swash;0.065341637;0.239162995
deep41;swash;0.059754305;0.226696133
deep42;swash;0.050713049;0.221442257
deep43;swash;0.050331111;0.247676284
deep44;swash;0.059918018;0.2404363
deep45;swash;0.056672901;0.227983514
deep46;swash;0.050850046;0.232040192
deep47;swash;0.070670807;0.243954331
deep48;swash;0.04453764;0.247984458
deep49;swash;0.050430427;0.249530003
deep5;swash;0.064808991;0.219677981
deep50;swash;0.055000533;0.246114197
deep51;swash;0.055525453;0.225999339
deep52;swash;0.066721702;0.239549481
deep53;swash;0.05897882;0.227488475
deep54;swash;0.056124459;0.223669553
deep55;swash;0.052271357;0.231356576
deep56;swash;0.069431852;0.243368856
deep57;swash;0.065766427;0.250302233
deep58;swash;0.056238614;0.225243073
deep59;swash;0.063198634;0.240930413
deep6;swash;0.055276138;0.220190778
deep60;swash;0.040973423;0.271052713
deep61;swash;0.061957017;0.248363648
deep62;swash;0.061808443;0.239552868
deep63;swash;0.043391408;0.252625867
deep64;swash;0.060779663;0.25201358
deep65;swash;0.053518418;0.2273471
deep66;swash;0.05731134;0.235187955
deep67;swash;0.05220971;0.224579598
deep68;swash;0.061780381;0.243099434
deep69;swash;0.04626597;0.238198608
deep7;swash;0.056856949;0.238157452
deep70;swash;0.057951024;0.243254732
deep71;swash;0.059891004;0.241150085
deep72;swash;0.053050931;0.234790543
deep73;swash;0.054806866;0.228108985
deep74;swash;0.057891014;0.228655273
deep75;swash;0.067009645;0.247288707
deep76;swash;0.065931352;0.248762349
deep77;swash;0.059841024;0.243402907
deep78;swash;0.052056539;0.237559365
deep79;swash;0.064829678;0.217597185
deep8;swash;0.061756092;0.22284345
deep80;swash;0.071666149;0.241673463
deep81;swash;0.050013714;0.238501856
deep82;swash;0.064855526;0.244290323
deep83;swash;0.057403832;0.223584623
deep84;swash;0.055100358;0.243281564
deep85;swash;0.062059887;0.248269482
deep86;swash;0.067223454;0.247611149
deep87;swash;0.056287494;0.230944875
deep88;swash;0.05980933;0.242488974
deep89;swash;0.050496631;0.24696239
deep9;swash;0.061747432;0.244622977
deep90;swash;0.055263889;0.230172215
deep91;swash;0.058120007;0.243093954
deep92;swash;0.062021941;0.220355116
deep93;swash;0.05550541;0.239768948
deep94;swash;0.059009443;0.24190681
deep95;swash;0.061578824;0.2413386
deep96;swash;0.069906766;0.245974547
deep97;swash;0.066557506;0.247369132
deep98;swash;0.054622208;0.243540532
deep99;swash;0.056342066;0.237475689
mid1;mid;0.057151067;0.225963493
mid10;mid;0.061050996;0.246854068
mid100;mid;0.060868475;0.231665952
mid11;mid;0.054616372;0.252828575
mid12;mid;0.063170111;0.244473128
mid13;mid;0.063447818;0.248501836
mid14;mid;0.053816087;0.241605319
mid15;mid;0.054283217;0.232930275
mid16;mid;0.05233757;0.242175928
mid17;mid;0.063377222;0.228332537
mid18;mid;0.052362915;0.238166513
mid19;mid;0.0557937;0.249630306
mid2;mid;0.068916203;0.239080774
mid20;mid;0.053104326;0.233056767
mid21;mid;0.060039741;0.240297959
mid22;mid;0.060178487;0.240962984
mid23;mid;0.059178646;0.224233327
mid24;mid;0.05312141;0.253746914
mid25;mid;0.067900456;0.246159863
mid26;mid;0.066628842;0.235620761
mid27;mid;0.059565501;0.231309823
mid28;mid;0.057076311;0.246048203
mid29;mid;0.055777466;0.248452489
mid3;mid;0.054572273;0.235956155
mid30;mid;0.058916916;0.239119333
mid31;mid;0.059775055;0.244325528
mid32;mid;0.058365648;0.221981097
mid33;mid;0.05710538;0.244981171
mid34;mid;0.053077526;0.254057171
mid35;mid;0.054323445;0.216261235
mid36;mid;0.069387378;0.245594657
mid37;mid;0.061104753;0.232326701
mid38;mid;0.061181298;0.242233172
mid39;mid;0.066901666;0.247652888
mid4;mid;0.060621803;0.23703576
mid40;mid;0.061114446;0.23678447
mid41;mid;0.052461986;0.243649356
mid42;mid;0.054563314;0.241482161
mid43;mid;0.047570937;0.232917817
mid44;mid;0.06065175;0.246482139
mid45;mid;0.054728893;0.252629066
mid46;mid;0.054090096;0.223856219
mid47;mid;0.055994482;0.229209829
mid48;mid;0.052829309;0.250608007
mid49;mid;0.071382837;0.243630663
mid5;mid;0.06729384;0.247316485
mid50;mid;0.063461516;0.23694579
mid51;mid;0.047062822;0.249682413
mid52;mid;0.0498823;0.230895567
mid53;mid;0.058435207;0.231777303
mid54;mid;0.066205723;0.241036109
mid55;mid;0.053882286;0.254067977
mid56;mid;0.068963254;0.233228304
mid57;mid;0.070673913;0.235336636
mid58;mid;0.05721297;0.234064091
mid59;mid;0.053723678;0.232060067
mid6;mid;0.059162988;0.243827773
mid60;mid;0.065735098;0.24359617
mid61;mid;0.042057225;0.243899854
mid62;mid;0.059540355;0.234678738
mid63;mid;0.058861208;0.245260095
mid64;mid;0.059171915;0.241773142
mid65;mid;0.062114432;0.220740384
mid66;mid;0.051362467;0.239697139
mid67;mid;0.045873656;0.221669733
mid68;mid;0.056047599;0.253063972
mid69;mid;0.045894053;0.224723896
mid7;mid;0.057223388;0.242237947
mid70;mid;0.056539178;0.242715803
mid71;mid;0.065204709;0.239633408
mid72;mid;0.046195756;0.209364534
mid73;mid;0.055666401;0.219514005
mid74;mid;0.059298517;0.241682754
mid75;mid;0.062738136;0.232936393
mid76;mid;0.057442609;0.239194402
mid77;mid;0.061837191;0.255710715
mid78;mid;0.06259625;0.232237125
mid79;mid;0.050929013;0.22987424
mid8;mid;0.048977161;0.230655011
mid80;mid;0.06123424;0.245835873
mid81;mid;0.050783719;0.231775618
mid82;mid;0.06596681;0.240909446
mid83;mid;0.058037783;0.228860925
mid84;mid;0.065371507;0.236167505
mid85;mid;0.062609057;0.240259021
mid86;mid;0.059076026;0.2390339
mid87;mid;0.067668371;0.248713028
mid88;mid;0.057157438;0.256455546
mid89;mid;0.056857137;0.243385229
mid9;mid;0.05640776;0.237985438
mid90;mid;0.067902919;0.229999096
mid91;mid;0.043975265;0.222160077
mid92;mid;0.062899311;0.231278765
mid93;mid;0.05119024;0.233841244
mid94;mid;0.055081852;0.252779944
mid95;mid;0.058979239;0.230776625
mid96;mid;0.065849404;0.240463761
mid97;mid;0.049808796;0.227749678
mid98;mid;0.063010583;0.247007702
mid99;mid;0.066111476;0.25067415
swash1;deep;0.062947798;0.232763284
swash10;deep;0.046195745;0.225325493
swash100;deep;0.074295402;0.267355696
swash11;deep;0.064831956;0.251937629
swash12;deep;0.060429514;0.24733407
swash13;deep;0.072643596;0.282008487
swash14;deep;0.054554166;0.262323094
swash15;deep;0.058638882;0.255584008
swash16;deep;0.057958947;0.2435425
swash17;deep;0.065457387;0.247988381
swash18;deep;0.065306727;0.236759292
swash19;deep;0.070532457;0.261376888
swash2;deep;0.05548474;0.251729718
swash20;deep;0.065984583;0.258174003
swash21;deep;0.069037306;0.253362813
swash22;deep;0.084784614;0.255284192
swash23;deep;0.080430523;0.259143549
swash24;deep;0.056450132;0.27618988
swash25;deep;0.063081542;0.224596698
swash26;deep;0.092406678;0.233447494
swash27;deep;0.064503789;0.253152586
swash28;deep;0.086372723;0.249280319
swash29;deep;0.06686115;0.270001623
swash3;deep;0.066775426;0.245236821
swash30;deep;0.059754274;0.260932854
swash31;deep;0.070685937;0.231612368
swash32;deep;0.060966123;0.248888153
swash33;deep;0.050611308;0.275978277
swash34;deep;0.064621035;0.247971246
swash35;deep;0.060039168;0.248268632
swash36;deep;0.067994386;0.24850142
swash37;deep;0.078358185;0.235112596
swash38;deep;0.071955597;0.25025325
swash39;deep;0.046408014;0.282639763
swash4;deep;0.059123154;0.244678625
swash40;deep;0.04749884;0.256539013
swash41;deep;0.063123991;0.251103716
swash42;deep;0.062997792;0.258467086
swash43;deep;0.055905274;0.229896069
swash44;deep;0.071961227;0.269079065
swash45;deep;0.077254317;0.263467548
swash46;deep;0.070854669;0.244998991
swash47;deep;0.069487528;0.26248783
swash48;deep;0.079092586;0.266807669
swash49;deep;0.065805578;0.221283302
swash5;deep;0.046541043;0.26671597
swash50;deep;0.049934074;0.228577527
swash51;deep;0.060072364;0.240731693
swash52;deep;0.069703091;0.271860709
swash53;deep;0.063646191;0.256996505
swash54;deep;0.042782482;0.277278952
swash55;deep;0.056987209;0.249125686
swash56;deep;0.06119753;0.291328296
swash57;deep;0.062071219;0.235437821
swash58;deep;0.050172065;0.242254596
swash59;deep;0.082783587;0.265811434
swash6;deep;0.060218512;0.242960302
swash60;deep;0.068625545;0.261348102
swash61;deep;0.067131507;0.246790829
swash62;deep;0.053011592;0.241935462
swash63;deep;0.064702184;0.271113373
swash64;deep;0.05936652;0.251952267
swash65;deep;0.06476625;0.21868185
swash66;deep;0.074137878;0.26696076
swash67;deep;0.083955065;0.239562297
swash68;deep;0.06146296;0.253196456
swash69;deep;0.077119699;0.239975537
swash7;deep;0.077771759;0.277195685
swash70;deep;0.043538071;0.25528254
swash71;deep;0.05396418;0.248851498
swash72;deep;0.071596503;0.23510323
swash73;deep;0.077269777;0.265226945
swash74;deep;0.059098877;0.225739006
swash75;deep;0.071588232;0.241261705
swash76;deep;0.056390895;0.246376548
swash77;deep;0.08915971;0.236718891
swash78;deep;0.09047754;0.260986082
swash79;deep;0.079260249;0.261243193
swash8;deep;0.049160464;0.229165117
swash80;deep;0.060161104;0.250088807
swash81;deep;0.070897461;0.247336149
swash82;deep;0.069917692;0.280218894
swash83;deep;0.053939319;0.22449528
swash84;deep;0.037386037;0.259570379
swash85;deep;0.061706701;0.241603879
swash86;deep;0.053303441;0.253789512
swash87;deep;0.062843622;0.273734273
swash88;deep;0.06074892;0.268280482
swash89;deep;0.068875137;0.254764719
swash9;deep;0.050981852;0.226316953
swash90;deep;0.082971929;0.264501831
swash91;deep;0.064988741;0.225290605
swash92;deep;0.08548642;0.266991862
swash93;deep;0.067914279;0.225114434
swash94;deep;0.085591413;0.276110305
swash95;deep;0.055492371;0.247971706
swash96;deep;0.046970051;0.209672235
swash97;deep;0.046618913;0.229803712
swash98;deep;0.079563627;0.263578385
swash99;deep;0.054466336;0.251372676
deep1;swash;0.062125303;0.246750092
deep10;swash;0.050773474;0.23684263
deep100;swash;0.050781998;0.238742557
deep11;swash;0.054672968;0.232286603
deep12;swash;0.045809748;0.255028949
deep13;swash;0.054599343;0.230316984
deep14;swash;0.054848332;0.223516987
deep15;swash;0.054973995;0.226232981
deep16;swash;0.071070646;0.234534447
deep17;swash;0.060367574;0.227559474
deep18;swash;0.051128866;0.227663576
deep19;swash;0.065198726;0.241397895
deep2;swash;0.044534495;0.228239059
deep20;swash;0.060616023;0.234650299
deep21;swash;0.060854377;0.228377833
deep22;swash;0.068645185;0.237242395
deep23;swash;0.061154516;0.225963153
deep24;swash;0.062167545;0.239192446
deep25;swash;0.064642663;0.232505025
deep26;swash;0.062816647;0.236572814
deep27;swash;0.06040113;0.223338338
deep28;swash;0.061427187;0.245756756
deep29;swash;0.057900343;0.231309736
deep3;swash;0.059087792;0.238544724
deep30;swash;0.05923978;0.228011124
deep31;swash;0.053399763;0.226270697
deep32;swash;0.05315363;0.223562465
deep33;swash;0.06155043;0.249960602
deep34;swash;0.062973259;0.242628167
deep35;swash;0.063048698;0.240770545
deep36;swash;0.066390594;0.249587235
deep37;swash;0.057713276;0.24907439
deep38;swash;0.058100741;0.228553457
deep39;swash;0.059483221;0.244290889
deep4;swash;0.044322138;0.232570948
deep40;swash;0.054851376;0.219062036
deep41;swash;0.059449962;0.244112118
deep42;swash;0.049625445;0.231985881
deep43;swash;0.051340806;0.219995624
deep44;swash;0.062826884;0.243739184
deep45;swash;0.054328442;0.239207944
deep46;swash;0.057538817;0.246112479
deep47;swash;0.059655442;0.236125833
deep48;swash;0.068725473;0.241252397
deep49;swash;0.063687379;0.250300152
deep5;swash;0.062089277;0.234086202
deep50;swash;0.058292424;0.238418586
deep51;swash;0.058844932;0.24313786
deep52;swash;0.065480633;0.237869332
deep53;swash;0.056214227;0.247359682
deep54;swash;0.048582321;0.239642674
deep55;swash;0.056070799;0.249271511
deep56;swash;0.056972764;0.233080809
deep57;swash;0.056959637;0.227892808
deep58;swash;0.054946194;0.231162586
deep59;swash;0.059976523;0.245498799
deep6;swash;0.058288294;0.239965391
deep60;swash;0.048316831;0.263572391
deep61;swash;0.061199863;0.240937671
deep62;swash;0.064115159;0.24367146
deep63;swash;0.052588917;0.23077167
deep64;swash;0.060791603;0.248434876
deep65;swash;0.056508518;0.235737856
deep66;swash;0.054672983;0.221289476
deep67;swash;0.052863595;0.227122373
deep68;swash;0.068421087;0.236657043
deep69;swash;0.052003218;0.218982276
deep7;swash;0.06193975;0.228080267
deep70;swash;0.046439409;0.238696406
deep71;swash;0.066530051;0.237815268
deep72;swash;0.067827268;0.249665169
deep73;swash;0.054825375;0.240844077
deep74;swash;0.053194956;0.220590415
deep75;swash;0.066611614;0.223667706
deep76;swash;0.059136517;0.2368868
deep77;swash;0.061800021;0.252735105
deep78;swash;0.058954021;0.241364961
deep79;swash;0.063384568;0.242143497
deep8;swash;0.06130306;0.236777342
deep80;swash;0.059716964;0.229082767
deep81;swash;0.056483533;0.236407362
deep82;swash;0.059023199;0.231791636
deep83;swash;0.05022756;0.222101397
deep84;swash;0.056086932;0.236833219
deep85;swash;0.052095984;0.239134147
deep86;swash;0.044815712;0.231505859
deep87;swash;0.05071765;0.240515748
deep88;swash;0.073270523;0.239252266
deep89;swash;0.05541849;0.225189947
deep9;swash;0.057369852;0.233177129
deep90;swash;0.047906665;0.222093623
deep91;swash;0.067260733;0.249560887
deep92;swash;0.05272388;0.219324314
deep93;swash;0.057777238;0.241758402
deep94;swash;0.058468681;0.246693187
deep95;swash;0.051123862;0.235276722
deep96;swash;0.057264487;0.243377564
deep97;swash;0.053543815;0.227930557
deep98;swash;0.050821883;0.224724368
deep99;swash;0.060296646;0.240380807
mid1;mid;0.071232412;0.237605816
mid10;mid;0.068164639;0.24476322
mid100;mid;0.067124805;0.237219298
mid11;mid;0.06520467;0.22776639
mid12;mid;0.064073057;0.242472618
mid13;mid;0.075758876;0.240721137
mid14;mid;0.066804223;0.22587394
mid15;mid;0.061831526;0.246522501
mid16;mid;0.065476349;0.232396342
mid17;mid;0.05888992;0.233177642
mid18;mid;0.060897018;0.243952022
mid19;mid;0.065012162;0.254672057
mid2;mid;0.061943119;0.244175878
mid20;mid;0.048722386;0.2423836
mid21;mid;0.06105505;0.247176544
mid22;mid;0.072786076;0.240253173
mid23;mid;0.056955887;0.247293948
mid24;mid;0.063649768;0.231444332
mid25;mid;0.05307968;0.23529816
mid26;mid;0.059750735;0.253929491
mid27;mid;0.05402042;0.227208773
mid28;mid;0.053215876;0.220767397
mid29;mid;0.060691612;0.233113853
mid3;mid;0.054656266;0.231364441
mid30;mid;0.055367652;0.228313182
mid31;mid;0.053871089;0.236973619
mid32;mid;0.06078561;0.220193302
mid33;mid;0.051020726;0.228572417
mid34;mid;0.057921282;0.224605318
mid35;mid;0.066143132;0.229954376
mid36;mid;0.053269271;0.227421083
mid37;mid;0.046289288;0.225000552
mid38;mid;0.039853042;0.219053855
mid39;mid;0.056351045;0.239845911
mid4;mid;0.061256263;0.230702342
mid40;mid;0.055755869;0.23707
mid41;mid;0.058990646;0.24510839
mid42;mid;0.056185118;0.225286803
mid43;mid;0.055594547;0.239208512
mid44;mid;0.057639106;0.24568026
mid45;mid;0.056555691;0.222167349
mid46;mid;0.065945117;0.218713833
mid47;mid;0.060402413;0.244442122
mid48;mid;0.056664877;0.241603212
mid49;mid;0.053829261;0.228932202
mid5;mid;0.07177119;0.250149063
mid50;mid;0.048791483;0.245906582
mid51;mid;0.046259342;0.242029941
mid52;mid;0.064966908;0.231792673
mid53;mid;0.065802372;0.239883704
mid54;mid;0.046672224;0.237493738
mid55;mid;0.055659844;0.237927899
mid56;mid;0.04863161;0.230508118
mid57;mid;0.066664648;0.24856852
mid58;mid;0.050130836;0.229870854
mid59;mid;0.057795171;0.230909132
mid6;mid;0.057033271;0.224189038
mid60;mid;0.054895406;0.233357586
mid61;mid;0.065251672;0.251754622
mid62;mid;0.059108477;0.228281008
mid63;mid;0.066542421;0.245966697
mid64;mid;0.064784405;0.23745791
mid65;mid;0.045849359;0.222316831
mid66;mid;0.063175779;0.239216638
mid67;mid;0.061879072;0.232071365
mid68;mid;0.057496563;0.236288878
mid69;mid;0.059243436;0.243006683
mid7;mid;0.04926026;0.217596673
mid70;mid;0.070340814;0.237687661
mid71;mid;0.062704566;0.237627334
mid72;mid;0.055639257;0.226164991
mid73;mid;0.064412469;0.238180531
mid74;mid;0.060737803;0.238878884
mid75;mid;0.067397416;0.225259187
mid76;mid;0.056503494;0.225736036
mid77;mid;0.050174757;0.247652765
mid78;mid;0.051795668;0.230586766
mid79;mid;0.053630408;0.233446756
mid8;mid;0.052837404;0.256002746
mid80;mid;0.069238194;0.213224658
mid81;mid;0.053576483;0.225731873
mid82;mid;0.056143031;0.246465407
mid83;mid;0.063063821;0.243292619
mid84;mid;0.065991471;0.244745029
mid85;mid;0.053355819;0.222953269
mid86;mid;0.06408758;0.241250338
mid87;mid;0.055680185;0.233340019
mid88;mid;0.064780205;0.257166743
mid89;mid;0.057647379;0.237579576
mid9;mid;0.067422173;0.242184391
mid90;mid;0.06178631;0.255329112
mid91;mid;0.053268173;0.228066329
mid92;mid;0.06155129;0.245246135
mid93;mid;0.058545661;0.236021443
mid94;mid;0.063541009;0.247836841
mid95;mid;0.05914334;0.22908956
mid96;mid;0.056993427;0.233643138
mid97;mid;0.055310874;0.219865138
mid98;mid;0.060208975;0.233114375
mid99;mid;0.073705385;0.243897899
swash1;deep;0.045518488;0.263192148
swash10;deep;0.071951597;0.285653686
swash100;deep;0.07342362;0.277777368
swash11;deep;0.075180178;0.234258183
swash12;deep;0.04420051;0.258937694
swash13;deep;0.041898951;0.248726494
swash14;deep;0.06218956;0.252715323
swash15;deep;0.070427124;0.243794217
swash16;deep;0.064855657;0.253208129
swash17;deep;0.070227937;0.236936832
swash18;deep;0.079596154;0.273109442
swash19;deep;0.064693146;0.26443726
swash2;deep;0.065814603;0.244684999
swash20;deep;0.078561729;0.233914405
swash21;deep;0.077352489;0.249713163
swash22;deep;0.065058533;0.265314181
swash23;deep;0.055740923;0.268512881
swash24;deep;0.077763039;0.271785561
swash25;deep;0.078090416;0.257996237
swash26;deep;0.082656516;0.241644298
swash27;deep;0.079952198;0.25508951
swash28;deep;0.054313064;0.251585768
swash29;deep;0.075488396;0.254350402
swash3;deep;0.065990685;0.238218943
swash30;deep;0.072489273;0.23405215
swash31;deep;0.057412958;0.24562059
swash32;deep;0.049699073;0.26293931
swash33;deep;0.070876486;0.263218297
swash34;deep;0.03713761;0.267213258
swash35;deep;0.077731057;0.253321635
swash36;deep;0.074878042;0.249410051
swash37;deep;0.081186357;0.272099397
swash38;deep;0.051887167;0.240681594
swash39;deep;0.034455941;0.265834865
swash4;deep;0.063068274;0.252483766
swash40;deep;0.062007188;0.261704001
swash41;deep;0.061956147;0.245142493
swash42;deep;0.056222969;0.25866889
swash43;deep;0.056064796;0.242225514
swash44;deep;0.073949737;0.237927561
swash45;deep;0.066215952;0.241627616
swash46;deep;0.062494523;0.253967268
swash47;deep;0.075097096;0.273475263
swash48;deep;0.057045621;0.237577696
swash49;deep;0.068422443;0.235463984
swash5;deep;0.057902874;0.240204302
swash50;deep;0.069743227;0.230951685
swash51;deep;0.045522194;0.258125576
swash52;deep;0.070779328;0.242186957
swash53;deep;0.046809089;0.235843059
swash54;deep;0.062944205;0.240737056
swash55;deep;0.061768308;0.238830318
swash56;deep;0.047996288;0.292078538
swash57;deep;0.078294436;0.268817841
swash58;deep;0.070600526;0.236604548
swash59;deep;0.044293352;0.240506066
swash6;deep;0.064625067;0.251924325
swash60;deep;0.064965683;0.235049817
swash61;deep;0.050382399;0.243552197
swash62;deep;0.073727582;0.242657797
swash63;deep;0.065917418;0.268830918
swash64;deep;0.075300928;0.242467235
swash65;deep;0.076136486;0.264206643
swash66;deep;0.070035099;0.253339441
swash67;deep;0.092533707;0.238597705
swash68;deep;0.062070837;0.253908624
swash69;deep;0.044018073;0.259076719
swash7;deep;0.062894736;0.255199852
swash70;deep;0.062952814;0.261600884
swash71;deep;0.068768174;0.225430827
swash72;deep;0.059979371;0.261107378
swash73;deep;0.048160341;0.248734079
swash74;deep;0.06571444;0.273524115
swash75;deep;0.058623765;0.223940909
swash76;deep;0.071657024;0.229428298
swash77;deep;0.070917932;0.240395809
swash78;deep;0.058018956;0.264251006
swash79;deep;0.056757075;0.268297974
swash8;deep;0.073877412;0.256698967
swash80;deep;0.0653611;0.244176221
swash81;deep;0.072542228;0.260679943
swash82;deep;0.065039978;0.237543103
swash83;deep;0.074983759;0.266384487
swash84;deep;0.044657404;0.252362364
swash85;deep;0.079887809;0.272344455
swash86;deep;0.077922475;0.235172604
swash87;deep;0.076480729;0.240377197
swash88;deep;0.070546873;0.253946127
swash89;deep;0.094067454;0.261510352
swash9;deep;0.084265785;0.250679187
swash90;deep;0.062206268;0.278106887
swash91;deep;0.083468513;0.253482024
swash92;deep;0.065499349;0.283776417
swash93;deep;0.076763237;0.243789794
swash94;deep;0.05408866;0.236061865
swash95;deep;0.055421684;0.236552633
swash96;deep;0.060844562;0.266819682
swash97;deep;0.066547769;0.236898191
swash98;deep;0.059736886;0.253199408
swash99;deep;0.076382552;0.272240706
deep1;swash;0.061945664;0.249512084
deep10;swash;0.044403316;0.236302088
deep100;swash;0.054003029;0.22721075
deep11;swash;0.052031735;0.236671964
deep12;swash;0.054616639;0.226190634
deep13;swash;0.056491833;0.241140765
deep14;swash;0.051210925;0.221117864
deep15;swash;0.067590912;0.249464238
deep16;swash;0.056693849;0.227799679
deep17;swash;0.065269795;0.241663989
deep18;swash;0.063994614;0.234635704
deep19;swash;0.054495321;0.236727681
deep2;swash;0.067012059;0.244330995
deep20;swash;0.064409967;0.245667529
deep21;swash;0.055979578;0.241730368
deep22;swash;0.056781665;0.239547551
deep23;swash;0.063442243;0.225001242
deep24;swash;0.054601948;0.257886272
deep25;swash;0.056974974;0.229963148
deep26;swash;0.048287271;0.21997123
deep27;swash;0.049267665;0.238504333
deep28;swash;0.064846263;0.241861273
deep29;swash;0.053923349;0.229038956
deep3;swash;0.04748261;0.237438817
deep30;swash;0.057615313;0.236282219
deep31;swash;0.058505239;0.232308641
deep32;swash;0.059528377;0.228229589
deep33;swash;0.061529517;0.234292117
deep34;swash;0.06090729;0.23150676
deep35;swash;0.0579543;0.218799576
deep36;swash;0.047473792;0.217418183
deep37;swash;0.051361482;0.245975097
deep38;swash;0.062342635;0.242794377
deep39;swash;0.058244075;0.233385702
deep4;swash;0.055483384;0.228405852
deep40;swash;0.056045109;0.2159289
deep41;swash;0.059452096;0.229476545
deep42;swash;0.046194387;0.243771559
deep43;swash;0.058656765;0.239090513
deep44;swash;0.054326273;0.228166694
deep45;swash;0.063253368;0.250559553
deep46;swash;0.060522042;0.24531687
deep47;swash;0.058321135;0.243590759
deep48;swash;0.056903172;0.246962308
deep49;swash;0.070282664;0.234434976
deep5;swash;0.059387787;0.223387466
deep50;swash;0.053493823;0.244510238
deep51;swash;0.057165137;0.235810615
deep52;swash;0.055114902;0.237379874
deep53;swash;0.055458145;0.226249749
deep54;swash;0.059345873;0.236493792
deep55;swash;0.061386792;0.241309556
deep56;swash;0.062636216;0.2293964
deep57;swash;0.062590702;0.241289646
deep58;swash;0.061682996;0.241154844
deep59;swash;0.060427806;0.256484863
deep6;swash;0.063880772;0.223496576
deep60;swash;0.063300607;0.234438745
deep61;swash;0.050525655;0.250546745
deep62;swash;0.061823469;0.224173206
deep63;swash;0.052511299;0.229060109
deep64;swash;0.05962796;0.238838605
deep65;swash;0.062919287;0.23974525
deep66;swash;0.051482261;0.247809607
deep67;swash;0.047579311;0.223695887
deep68;swash;0.055593566;0.248574303
deep69;swash;0.053082928;0.216739014
deep7;swash;0.066683651;0.239674095
deep70;swash;0.060475429;0.239461668
deep71;swash;0.052226986;0.21250956
deep72;swash;0.056525099;0.222652466
deep73;swash;0.054499122;0.227661812
deep74;swash;0.056639907;0.225448536
deep75;swash;0.060167598;0.226581217
deep76;swash;0.062748186;0.252816856
deep77;swash;0.061047207;0.232051119
deep78;swash;0.059312064;0.222063544
deep79;swash;0.058076383;0.243604632
deep8;swash;0.0535619;0.236107574
deep80;swash;0.058193051;0.233255338
deep81;swash;0.059620116;0.240387775
deep82;swash;0.051430753;0.224935567
deep83;swash;0.054617823;0.225602429
deep84;swash;0.055788632;0.239453776
deep85;swash;0.044460101;0.238731196
deep86;swash;0.05479557;0.226314672
