code;salinity_avg;salinity_max;salinity_min;temperature_avg;temperature_max;temperature_min;oxygen_avg;oxygen_max;oxygen_min;pprod_avg;pprod_max;pprod_min;ph_avg;ph_max;ph_min;alcalinity_avg;alcalinity_max;alcalinity_min;disolvC_avg;disolvC_max;disolvC_min;nitrate_avg;nitrate_max;nitrate_min;phosphate_avg;phosphate_max;phosphate_min;silicate_avg;silicate_max;silicate_min;ammonium_avg;ammonium_max;ammonium_min;zoopla_avg;zoopla_max;zoopla_min;chloroph_avg;chloroph_max;chloroph_min;phytopl_avg;phytopl_max;phytopl_min;northward_avg;northward_max;northward_min;easteward_avg;easteward_max;easteward_min
st.019;38.92179255;39.13926043;38.67997851;19.87956834;28.35123852;14.03410108;230.1758559;247.4686345;208.1400757;9.593708118;17.08843885;5.172106334;8.075335128;8.1472138;7.966852188;2.722914264;2.74479866;2.709703003;2.379736236;2.383792468;2.373793602;0.832700851;1.324706044;0.296745969;0.016056325;0.044440211;0.004996055;2.902213231;3.442333562;2.548343488;0.142938068;0.205817736;0.053886631;0.672353555;1.629999144;0.086926707;0.161860423;0.288807218;0.065569159;0.609581276;1.391471045;0.248869366;-0.000868582;0.035934248;-0.03658539;0.002509693;0.030355935;-0.02364593
st.020;38.92179255;39.13926043;38.67997851;19.87956834;28.35123852;14.03410108;230.1758559;247.4686345;208.1400757;9.593708118;17.08843885;5.172106334;8.075335128;8.1472138;7.966852188;2.722914264;2.74479866;2.709703003;2.379736236;2.383792468;2.373793602;0.832700851;1.324706044;0.296745969;0.016056325;0.044440211;0.004996055;2.902213231;3.442333562;2.548343488;0.142938068;0.205817736;0.053886631;0.672353555;1.629999144;0.086926707;0.161860423;0.288807218;0.065569159;0.609581276;1.391471045;0.248869366;-0.000868582;0.035934248;-0.03658539;0.002509693;0.030355935;-0.02364593
st.021;38.92179255;39.13926043;38.67997851;19.87956834;28.35123852;14.03410108;230.1758559;247.4686345;208.1400757;9.593708118;17.08843885;5.172106334;8.075335128;8.1472138;7.966852188;2.722914264;2.74479866;2.709703003;2.379736236;2.383792468;2.373793602;0.832700851;1.324706044;0.296745969;0.016056325;0.044440211;0.004996055;2.902213231;3.442333562;2.548343488;0.142938068;0.205817736;0.053886631;0.672353555;1.629999144;0.086926707;0.161860423;0.288807218;0.065569159;0.609581276;1.391471045;0.248869366;-0.000868582;0.035934248;-0.03658539;0.002509693;0.030355935;-0.02364593
st.022;38.9212842;39.13389826;38.68060732;19.88485191;28.33281636;14.05169153;230.0982732;247.3422127;208.0000324;9.554620159;16.99430156;5.171790302;8.075202319;8.146760464;7.967219114;2.722936547;2.744815052;2.709810942;2.379778405;2.38377291;2.373832047;0.835612668;1.331097662;0.300045561;0.016156355;0.044682052;0.004992752;2.902802518;3.444994718;2.548212916;0.143263304;0.206538484;0.054195522;0.670747479;1.627499357;0.086667581;0.16115044;0.28797609;0.065441511;0.605531479;1.38370125;0.24841495;-0.000711281;0.037042073;-0.036436334;0.002604491;0.030547204;-0.025324913
st.023;38.9212842;39.13389826;38.68060732;19.88485191;28.33281636;14.05169153;230.0982732;247.3422127;208.0000324;9.554620159;16.99430156;5.171790302;8.075202319;8.146760464;7.967219114;2.722936547;2.744815052;2.709810942;2.379778405;2.38377291;2.373832047;0.835612668;1.331097662;0.300045561;0.016156355;0.044682052;0.004992752;2.902802518;3.444994718;2.548212916;0.143263304;0.206538484;0.054195522;0.670747479;1.627499357;0.086667581;0.16115044;0.28797609;0.065441511;0.605531479;1.38370125;0.24841495;-0.000711281;0.037042073;-0.036436334;0.002604491;0.030547204;-0.025324913
st.024;38.9212842;39.13389826;38.68060732;19.88485191;28.33281636;14.05169153;230.0982732;247.3422127;208.0000324;9.554620159;16.99430156;5.171790302;8.075202319;8.146760464;7.967219114;2.722936547;2.744815052;2.709810942;2.379778405;2.38377291;2.373832047;0.835612668;1.331097662;0.300045561;0.016156355;0.044682052;0.004992752;2.902802518;3.444994718;2.548212916;0.143263304;0.206538484;0.054195522;0.670747479;1.627499357;0.086667581;0.16115044;0.28797609;0.065441511;0.605531479;1.38370125;0.24841495;-0.000711281;0.037042073;-0.036436334;0.002604491;0.030547204;-0.025324913
st.025;38.92089752;39.13815753;38.67663002;19.87784832;28.35912832;14.02457778;230.170381;247.3310572;207.9611588;9.613315804;17.02032471;5.224315723;8.075373948;8.147512595;7.966800213;2.723017305;2.744978984;2.709854484;2.379815827;2.383830547;2.373988907;0.831585511;1.31282262;0.301530123;0.015902249;0.043463041;0.004994614;2.902357593;3.443695267;2.54586641;0.142848353;0.205688886;0.05389787;0.671386089;1.623488148;0.090265372;0.16259625;0.288176179;0.066117786;0.610736042;1.384425958;0.249988648;-0.00188459;0.032652305;-0.039297458;0.002701039;0.027644626;-0.023106217
st.026;38.92089752;39.13815753;38.67663002;19.87784832;28.35912832;14.02457778;230.170381;247.3310572;207.9611588;9.613315804;17.02032471;5.224315723;8.075373948;8.147512595;7.966800213;2.723017305;2.744978984;2.709854484;2.379815827;2.383830547;2.373988907;0.831585511;1.31282262;0.301530123;0.015902249;0.043463041;0.004994614;2.902357593;3.443695267;2.54586641;0.142848353;0.205688886;0.05389787;0.671386089;1.623488148;0.090265372;0.16259625;0.288176179;0.066117786;0.610736042;1.384425958;0.249988648;-0.00188459;0.032652305;-0.039297458;0.002701039;0.027644626;-0.023106217
st.027;38.92089752;39.13815753;38.67663002;19.87784832;28.35912832;14.02457778;230.170381;247.3310572;207.9611588;9.613315804;17.02032471;5.224315723;8.075373948;8.147512595;7.966800213;2.723017305;2.744978984;2.709854484;2.379815827;2.383830547;2.373988907;0.831585511;1.31282262;0.301530123;0.015902249;0.043463041;0.004994614;2.902357593;3.443695267;2.54586641;0.142848353;0.205688886;0.05389787;0.671386089;1.623488148;0.090265372;0.16259625;0.288176179;0.066117786;0.610736042;1.384425958;0.249988648;-0.00188459;0.032652305;-0.039297458;0.002701039;0.027644626;-0.023106217
st.028;37.66946692;38.0257612;37.3574889;21.03420947;28.73815155;14.87253536;225.9961707;249.6722074;200.1557857;6.261151181;9.669070039;3.719653845;8.043372882;8.115892478;7.947150264;2.652665695;2.71118222;2.633373652;2.333065376;2.354419112;2.316761102;0.361926469;1.12715854;0.027653762;0.020262053;0.067054148;0.007106075;2.085132585;2.435392942;1.690718634;0.10741911;0.217583491;0.034083119;0.738510258;1.273803481;0.379191503;0.090784099;0.201923359;0.036159771;0.348416767;0.763835669;0.143251662;-0.020212968;0.036289498;-0.066249515;0.028702224;0.109464117;-0.018976657
st.029;37.66946692;38.0257612;37.3574889;21.03420947;28.73815155;14.87253536;225.9961707;249.6722074;200.1557857;6.261151181;9.669070039;3.719653845;8.043372882;8.115892478;7.947150264;2.652665695;2.71118222;2.633373652;2.333065376;2.354419112;2.316761102;0.361926469;1.12715854;0.027653762;0.020262053;0.067054148;0.007106075;2.085132585;2.435392942;1.690718634;0.10741911;0.217583491;0.034083119;0.738510258;1.273803481;0.379191503;0.090784099;0.201923359;0.036159771;0.348416767;0.763835669;0.143251662;-0.020212968;0.036289498;-0.066249515;0.028702224;0.109464117;-0.018976657
st.030;37.66946692;38.0257612;37.3574889;21.03420947;28.73815155;14.87253536;225.9961707;249.6722074;200.1557857;6.261151181;9.669070039;3.719653845;8.043372882;8.115892478;7.947150264;2.652665695;2.71118222;2.633373652;2.333065376;2.354419112;2.316761102;0.361926469;1.12715854;0.027653762;0.020262053;0.067054148;0.007106075;2.085132585;2.435392942;1.690718634;0.10741911;0.217583491;0.034083119;0.738510258;1.273803481;0.379191503;0.090784099;0.201923359;0.036159771;0.348416767;0.763835669;0.143251662;-0.020212968;0.036289498;-0.066249515;0.028702224;0.109464117;-0.018976657
st.031;38.63589117;39.01788584;38.2784;20.31857534;27.8356656;14.45073954;228.9810558;247.9206373;207.365999;8.388516463;14.29781511;3.755627341;8.063358645;8.138490465;7.961930699;2.704397749;2.733509567;2.673815462;2.367310382;2.380439785;2.353358534;0.536255689;1.265839246;0.129175893;0.014344291;0.040334178;0.006637673;2.567223977;3.035615153;2.227690538;0.124770374;0.167481328;0.092113192;0.896816024;1.88775456;0.230294784;0.114418471;0.24671685;0.044558806;0.488455882;1.205560247;0.205944669;-0.006218773;0.038669905;-0.039961285;0.001379565;0.021830127;-0.01347314
st.032;38.63589117;39.01788584;38.2784;20.31857534;27.8356656;14.45073954;228.9810558;247.9206373;207.365999;8.388516463;14.29781511;3.755627341;8.063358645;8.138490465;7.961930699;2.704397749;2.733509567;2.673815462;2.367310382;2.380439785;2.353358534;0.536255689;1.265839246;0.129175893;0.014344291;0.040334178;0.006637673;2.567223977;3.035615153;2.227690538;0.124770374;0.167481328;0.092113192;0.896816024;1.88775456;0.230294784;0.114418471;0.24671685;0.044558806;0.488455882;1.205560247;0.205944669;-0.006218773;0.038669905;-0.039961285;0.001379565;0.021830127;-0.01347314
st.033;38.63589117;39.01788584;38.2784;20.31857534;27.8356656;14.45073954;228.9810558;247.9206373;207.365999;8.388516463;14.29781511;3.755627341;8.063358645;8.138490465;7.961930699;2.704397749;2.733509567;2.673815462;2.367310382;2.380439785;2.353358534;0.536255689;1.265839246;0.129175893;0.014344291;0.040334178;0.006637673;2.567223977;3.035615153;2.227690538;0.124770374;0.167481328;0.092113192;0.896816024;1.88775456;0.230294784;0.114418471;0.24671685;0.044558806;0.488455882;1.205560247;0.205944669;-0.006218773;0.038669905;-0.039961285;0.001379565;0.021830127;-0.01347314
st.034;38.51790462;39.06151835;37.97918065;20.38689731;28.23565324;14.41276836;228.6881523;245.257192;207.762797;10.34235788;24.03456688;3.750623385;8.06094973;8.139010429;7.954951445;2.700903018;2.74021856;2.664346457;2.365964257;2.381820321;2.345248739;0.64336847;1.355646312;0.133803529;0.020498985;0.047210334;0.00689463;2.555432691;3.060065707;2.157010357;0.118200565;0.163399448;0.080740356;0.785628739;2.034672141;0.153979473;0.133980896;0.337983221;0.045827668;0.620864823;1.771523317;0.212474093;-0.010108868;0.031395554;-0.056380583;-0.011721964;0.012208218;-0.035963002
st.035;38.51790462;39.06151835;37.97918065;20.38689731;28.23565324;14.41276836;228.6881523;245.257192;207.762797;10.34235788;24.03456688;3.750623385;8.06094973;8.139010429;7.954951445;2.700903018;2.74021856;2.664346457;2.365964257;2.381820321;2.345248739;0.64336847;1.355646312;0.133803529;0.020498985;0.047210334;0.00689463;2.555432691;3.060065707;2.157010357;0.118200565;0.163399448;0.080740356;0.785628739;2.034672141;0.153979473;0.133980896;0.337983221;0.045827668;0.620864823;1.771523317;0.212474093;-0.010108868;0.031395554;-0.056380583;-0.011721964;0.012208218;-0.035963002
st.036;38.51790462;39.06151835;37.97918065;20.38689731;28.23565324;14.41276836;228.6881523;245.257192;207.762797;10.34235788;24.03456688;3.750623385;8.06094973;8.139010429;7.954951445;2.700903018;2.74021856;2.664346457;2.365964257;2.381820321;2.345248739;0.64336847;1.355646312;0.133803529;0.020498985;0.047210334;0.00689463;2.555432691;3.060065707;2.157010357;0.118200565;0.163399448;0.080740356;0.785628739;2.034672141;0.153979473;0.133980896;0.337983221;0.045827668;0.620864823;1.771523317;0.212474093;-0.010108868;0.031395554;-0.056380583;-0.011721964;0.012208218;-0.035963002
st.076;38.05751766;38.32259496;37.76432037;20.32324675;27.6475571;14.13379121;233.5237605;246.4382172;222.1593513;12.16038133;23.6289022;3.726704339;8.052368457;8.12651515;7.963781794;2.648880658;2.675922215;2.631149709;2.329683681;2.344302277;2.315096895;0.492358975;1.201855898;0.1447106;0.013286465;0.040317734;0.005965979;1.934019908;2.277931472;1.620142599;0.118937532;0.152666575;0.083347591;0.89320582;1.871342679;0.310424196;0.172667259;0.306277463;0.097310628;0.609741167;1.162442575;0.307922778;-0.001153017;0.021302773;-0.022037193;0.000112438;0.014397741;-0.026292167
st.077;38.05751766;38.32259496;37.76432037;20.32324675;27.6475571;14.13379121;233.5237605;246.4382172;222.1593513;12.16038133;23.6289022;3.726704339;8.052368457;8.12651515;7.963781794;2.648880658;2.675922215;2.631149709;2.329683681;2.344302277;2.315096895;0.492358975;1.201855898;0.1447106;0.013286465;0.040317734;0.005965979;1.934019908;2.277931472;1.620142599;0.118937532;0.152666575;0.083347591;0.89320582;1.871342679;0.310424196;0.172667259;0.306277463;0.097310628;0.609741167;1.162442575;0.307922778;-0.001153017;0.021302773;-0.022037193;0.000112438;0.014397741;-0.026292167
st.078;38.05751766;38.32259496;37.76432037;20.32324675;27.6475571;14.13379121;233.5237605;246.4382172;222.1593513;12.16038133;23.6289022;3.726704339;8.052368457;8.12651515;7.963781794;2.648880658;2.675922215;2.631149709;2.329683681;2.344302277;2.315096895;0.492358975;1.201855898;0.1447106;0.013286465;0.040317734;0.005965979;1.934019908;2.277931472;1.620142599;0.118937532;0.152666575;0.083347591;0.89320582;1.871342679;0.310424196;0.172667259;0.306277463;0.097310628;0.609741167;1.162442575;0.307922778;-0.001153017;0.021302773;-0.022037193;0.000112438;0.014397741;-0.026292167
st.214;37.37161078;37.9309516;37.00085688;19.94825444;28.00702763;13.77778828;231.4031022;252.8525028;207.2045918;13.31854416;26.13853693;7.115896046;8.048897617;8.120043635;7.954120457;2.61283572;2.628631711;2.595875084;2.307487686;2.334351122;2.280335307;0.533083164;1.802257389;0.144112958;0.036871092;0.139845699;0.012900246;2.433092012;2.717975408;2.179152936;0.164539233;0.377735652;0.06806421;1.541311225;2.379373431;0.9712319;0.170266297;0.485058639;0.071251549;0.95729233;3.036747307;0.30260719;0.013158727;0.033184545;-0.019753281;0.000872722;0.015428295;-0.0290019
st.215;37.37161078;37.9309516;37.00085688;19.94825444;28.00702763;13.77778828;231.4031022;252.8525028;207.2045918;13.31854416;26.13853693;7.115896046;8.048897617;8.120043635;7.954120457;2.61283572;2.628631711;2.595875084;2.307487686;2.334351122;2.280335307;0.533083164;1.802257389;0.144112958;0.036871092;0.139845699;0.012900246;2.433092012;2.717975408;2.179152936;0.164539233;0.377735652;0.06806421;1.541311225;2.379373431;0.9712319;0.170266297;0.485058639;0.071251549;0.95729233;3.036747307;0.30260719;0.013158727;0.033184545;-0.019753281;0.000872722;0.015428295;-0.0290019
st.216;37.37161078;37.9309516;37.00085688;19.94825444;28.00702763;13.77778828;231.4031022;252.8525028;207.2045918;13.31854416;26.13853693;7.115896046;8.048897617;8.120043635;7.954120457;2.61283572;2.628631711;2.595875084;2.307487686;2.334351122;2.280335307;0.533083164;1.802257389;0.144112958;0.036871092;0.139845699;0.012900246;2.433092012;2.717975408;2.179152936;0.164539233;0.377735652;0.06806421;1.541311225;2.379373431;0.9712319;0.170266297;0.485058639;0.071251549;0.95729233;3.036747307;0.30260719;0.013158727;0.033184545;-0.019753281;0.000872722;0.015428295;-0.0290019
st.217;37.35203105;37.93575178;37.00011226;19.88375113;27.77106285;13.83931078;231.210944;251.8008445;208.2140677;14.46566456;29.99442809;7.734653132;8.049149769;8.120670182;7.955832958;2.61175426;2.626001222;2.594702653;2.307136541;2.331399032;2.280922753;0.590812449;1.896625996;0.163893368;0.041447771;0.144336696;0.013435408;2.458029289;2.710579532;2.181467022;0.166809915;0.342450691;0.075220793;1.506682949;2.121103082;0.925005172;0.185393761;0.512054695;0.072738697;1.06535745;3.54317924;0.336608627;0.009023768;0.035783621;-0.039742974;0.00130463;0.040818749;-0.038971751
st.218;37.35203105;37.93575178;37.00011226;19.88375113;27.77106285;13.83931078;231.210944;251.8008445;208.2140677;14.46566456;29.99442809;7.734653132;8.049149769;8.120670182;7.955832958;2.61175426;2.626001222;2.594702653;2.307136541;2.331399032;2.280922753;0.590812449;1.896625996;0.163893368;0.041447771;0.144336696;0.013435408;2.458029289;2.710579532;2.181467022;0.166809915;0.342450691;0.075220793;1.506682949;2.121103082;0.925005172;0.185393761;0.512054695;0.072738697;1.06535745;3.54317924;0.336608627;0.009023768;0.035783621;-0.039742974;0.00130463;0.040818749;-0.038971751
st.219;37.35203105;37.93575178;37.00011226;19.88375113;27.77106285;13.83931078;231.210944;251.8008445;208.2140677;14.46566456;29.99442809;7.734653132;8.049149769;8.120670182;7.955832958;2.61175426;2.626001222;2.594702653;2.307136541;2.331399032;2.280922753;0.590812449;1.896625996;0.163893368;0.041447771;0.144336696;0.013435408;2.458029289;2.710579532;2.181467022;0.166809915;0.342450691;0.075220793;1.506682949;2.121103082;0.925005172;0.185393761;0.512054695;0.072738697;1.06535745;3.54317924;0.336608627;0.009023768;0.035783621;-0.039742974;0.00130463;0.040818749;-0.038971751
st.220;37.20323512;37.50321252;36.93179267;19.75265786;26.91593988;14.69562694;231.6759726;250.3982217;208.8197872;11.91347665;23.58369991;5.665025575;8.05123118;8.11395904;7.962615899;2.605764991;2.620856149;2.58868272;2.30264636;2.322726216;2.279793739;0.670940398;2.005320617;0.21573664;0.04718148;0.149127698;0.017315387;2.558510125;2.883542265;2.288484131;0.20248031;0.375512089;0.098403228;1.44208753;2.126802274;0.851726728;0.152223391;0.435026526;0.057013725;0.864242865;2.56371757;0.267392405;0.003132417;0.103661308;-0.085303357;-0.009046252;0.0694506;-0.060978525
st.221;37.20323512;37.50321252;36.93179267;19.75265786;26.91593988;14.69562694;231.6759726;250.3982217;208.8197872;11.91347665;23.58369991;5.665025575;8.05123118;8.11395904;7.962615899;2.605764991;2.620856149;2.58868272;2.30264636;2.322726216;2.279793739;0.670940398;2.005320617;0.21573664;0.04718148;0.149127698;0.017315387;2.558510125;2.883542265;2.288484131;0.20248031;0.375512089;0.098403228;1.44208753;2.126802274;0.851726728;0.152223391;0.435026526;0.057013725;0.864242865;2.56371757;0.267392405;0.003132417;0.103661308;-0.085303357;-0.009046252;0.0694506;-0.060978525
st.222;37.20323512;37.50321252;36.93179267;19.75265786;26.91593988;14.69562694;231.6759726;250.3982217;208.8197872;11.91347665;23.58369991;5.665025575;8.05123118;8.11395904;7.962615899;2.605764991;2.620856149;2.58868272;2.30264636;2.322726216;2.279793739;0.670940398;2.005320617;0.21573664;0.04718148;0.149127698;0.017315387;2.558510125;2.883542265;2.288484131;0.20248031;0.375512089;0.098403228;1.44208753;2.126802274;0.851726728;0.152223391;0.435026526;0.057013725;0.864242865;2.56371757;0.267392405;0.003132417;0.103661308;-0.085303357;-0.009046252;0.0694506;-0.060978525
st.223;37.01171054;37.45223236;36.5935652;18.4359775;24.88395288;14.62309413;233.7908353;246.1391686;218.5686917;31.05774939;57.30874719;13.9715182;8.063716763;8.099675073;7.991830985;2.595518911;2.620414893;2.581025309;2.297926143;2.336552991;2.276388884;1.435020725;2.997016509;0.448060327;0.108290911;0.204258844;0.024195932;3.052607642;3.578530603;2.741873582;0.356031812;0.51491233;0.190601427;2.388740615;3.578634606;1.379399618;0.402613239;0.806338257;0.088913967;2.780279006;5.685501311;0.581225839;-0.023266743;0.033594656;-0.072099628;-0.001273565;0.133842959;-0.111140799
st.224;37.01171054;37.45223236;36.5935652;18.4359775;24.88395288;14.62309413;233.7908353;246.1391686;218.5686917;31.05774939;57.30874719;13.9715182;8.063716763;8.099675073;7.991830985;2.595518911;2.620414893;2.581025309;2.297926143;2.336552991;2.276388884;1.435020725;2.997016509;0.448060327;0.108290911;0.204258844;0.024195932;3.052607642;3.578530603;2.741873582;0.356031812;0.51491233;0.190601427;2.388740615;3.578634606;1.379399618;0.402613239;0.806338257;0.088913967;2.780279006;5.685501311;0.581225839;-0.023266743;0.033594656;-0.072099628;-0.001273565;0.133842959;-0.111140799
st.225;37.01171054;37.45223236;36.5935652;18.4359775;24.88395288;14.62309413;233.7908353;246.1391686;218.5686917;31.05774939;57.30874719;13.9715182;8.063716763;8.099675073;7.991830985;2.595518911;2.620414893;2.581025309;2.297926143;2.336552991;2.276388884;1.435020725;2.997016509;0.448060327;0.108290911;0.204258844;0.024195932;3.052607642;3.578530603;2.741873582;0.356031812;0.51491233;0.190601427;2.388740615;3.578634606;1.379399618;0.402613239;0.806338257;0.088913967;2.780279006;5.685501311;0.581225839;-0.023266743;0.033594656;-0.072099628;-0.001273565;0.133842959;-0.111140799
st.126;38.08495657;38.22621307;37.75120735;19.14712255;26.45431805;13.99530563;230.9129044;248.885553;213.4695114;6.053479046;17.75366402;2.670321441;8.055248292;8.119093704;7.952231503;2.652891059;2.669659996;2.638578033;2.342544558;2.356308627;2.323554444;0.94369557;1.696694362;0.468252817;0.028310946;0.074761299;0.007477187;2.167540638;2.62851243;1.834976983;0.178793722;0.242771809;0.139387593;0.793354447;1.752141786;0.231393749;0.106490694;0.303683659;0.035840823;0.410457455;1.408928013;0.184771298;-0.046610641;0.011917317;-0.111586533;-0.052086661;0.000108704;-0.122119975
st.001;37.2447359;37.78117243;36.91109816;20.17702134;27.20352364;14.72793579;230.1985342;249.01054;208.4029808;10.21429298;16.3802952;5.365610202;8.046211506;8.109431187;7.954256813;2.620275528;2.639648179;2.600349108;2.314146956;2.324451923;2.298263907;0.542247643;1.353444268;0.082528201;0.036308009;0.091479231;0.008270779;2.323620399;2.498005648;2.03888152;0.152501036;0.249854324;0.064414459;1.062376012;1.817275484;0.59886163;0.150874915;0.350586104;0.047419676;0.654487033;1.308886458;0.231285234;-0.007900462;0.038195738;-0.038496476;0.065117976;0.139762165;-0.02523491
st.002;37.2447359;37.78117243;36.91109816;20.17702134;27.20352364;14.72793579;230.1985342;249.01054;208.4029808;10.21429298;16.3802952;5.365610202;8.046211506;8.109431187;7.954256813;2.620275528;2.639648179;2.600349108;2.314146956;2.324451923;2.298263907;0.542247643;1.353444268;0.082528201;0.036308009;0.091479231;0.008270779;2.323620399;2.498005648;2.03888152;0.152501036;0.249854324;0.064414459;1.062376012;1.817275484;0.59886163;0.150874915;0.350586104;0.047419676;0.654487033;1.308886458;0.231285234;-0.007900462;0.038195738;-0.038496476;0.065117976;0.139762165;-0.02523491
st.003;37.2447359;37.78117243;36.91109816;20.17702134;27.20352364;14.72793579;230.1985342;249.01054;208.4029808;10.21429298;16.3802952;5.365610202;8.046211506;8.109431187;7.954256813;2.620275528;2.639648179;2.600349108;2.314146956;2.324451923;2.298263907;0.542247643;1.353444268;0.082528201;0.036308009;0.091479231;0.008270779;2.323620399;2.498005648;2.03888152;0.152501036;0.249854324;0.064414459;1.062376012;1.817275484;0.59886163;0.150874915;0.350586104;0.047419676;0.654487033;1.308886458;0.231285234;-0.007900462;0.038195738;-0.038496476;0.065117976;0.139762165;-0.02523491
st.004;37.24894277;37.79004704;36.9130145;20.18101101;27.24445898;14.70745277;230.7083597;250.1380268;208.468732;11.13421658;18.6968676;5.555498643;8.047081536;8.111574086;7.95443032;2.620732463;2.640006044;2.601584174;2.314041575;2.325866808;2.298033454;0.4912156;1.228664626;0.066884072;0.033172838;0.085352951;0.008113115;2.314904432;2.473255201;2.040625269;0.141259387;0.225444222;0.056994775;1.094013068;1.797032757;0.645030087;0.167349366;0.413040186;0.049902657;0.724824136;1.525606936;0.240716562;-0.014501678;0.027244163;-0.04796229;0.030574184;0.080774605;-0.020204842
st.005;37.24894277;37.79004704;36.9130145;20.18101101;27.24445898;14.70745277;230.7083597;250.1380268;208.468732;11.13421658;18.6968676;5.555498643;8.047081536;8.111574086;7.95443032;2.620732463;2.640006044;2.601584174;2.314041575;2.325866808;2.298033454;0.4912156;1.228664626;0.066884072;0.033172838;0.085352951;0.008113115;2.314904432;2.473255201;2.040625269;0.141259387;0.225444222;0.056994775;1.094013068;1.797032757;0.645030087;0.167349366;0.413040186;0.049902657;0.724824136;1.525606936;0.240716562;-0.014501678;0.027244163;-0.04796229;0.030574184;0.080774605;-0.020204842
st.006;37.24894277;37.79004704;36.9130145;20.18101101;27.24445898;14.70745277;230.7083597;250.1380268;208.468732;11.13421658;18.6968676;5.555498643;8.047081536;8.111574086;7.95443032;2.620732463;2.640006044;2.601584174;2.314041575;2.325866808;2.298033454;0.4912156;1.228664626;0.066884072;0.033172838;0.085352951;0.008113115;2.314904432;2.473255201;2.040625269;0.141259387;0.225444222;0.056994775;1.094013068;1.797032757;0.645030087;0.167349366;0.413040186;0.049902657;0.724824136;1.525606936;0.240716562;-0.014501678;0.027244163;-0.04796229;0.030574184;0.080774605;-0.020204842
st.007;37.15938253;37.76213722;36.64548645;20.44635241;27.7912199;14.34991817;231.7500868;254.1588501;206.8941956;13.34589753;21.06802692;7.19055357;8.053369675;8.134982967;7.947668076;2.641473657;2.663816786;2.625142741;2.327762211;2.352466083;2.304732275;1.053449628;2.172752678;0.196159618;0.027305946;0.066844789;0.008425332;2.740258817;3.564941812;2.061427093;0.186239173;0.340890855;0.079262359;1.398929667;2.177033734;0.813083738;0.187808618;0.401116785;0.05825332;0.881838903;1.987006938;0.246656394;-0.010516765;0.042555559;-0.054645456;0.011806324;0.044020924;-0.011702652
st.008;37.15938253;37.76213722;36.64548645;20.44635241;27.7912199;14.34991817;231.7500868;254.1588501;206.8941956;13.34589753;21.06802692;7.19055357;8.053369675;8.134982967;7.947668076;2.641473657;2.663816786;2.625142741;2.327762211;2.352466083;2.304732275;1.053449628;2.172752678;0.196159618;0.027305946;0.066844789;0.008425332;2.740258817;3.564941812;2.061427093;0.186239173;0.340890855;0.079262359;1.398929667;2.177033734;0.813083738;0.187808618;0.401116785;0.05825332;0.881838903;1.987006938;0.246656394;-0.010516765;0.042555559;-0.054645456;0.011806324;0.044020924;-0.011702652
st.009;37.15938253;37.76213722;36.64548645;20.44635241;27.7912199;14.34991817;231.7500868;254.1588501;206.8941956;13.34589753;21.06802692;7.19055357;8.053369675;8.134982967;7.947668076;2.641473657;2.663816786;2.625142741;2.327762211;2.352466083;2.304732275;1.053449628;2.172752678;0.196159618;0.027305946;0.066844789;0.008425332;2.740258817;3.564941812;2.061427093;0.186239173;0.340890855;0.079262359;1.398929667;2.177033734;0.813083738;0.187808618;0.401116785;0.05825332;0.881838903;1.987006938;0.246656394;-0.010516765;0.042555559;-0.054645456;0.011806324;0.044020924;-0.011702652
st.010;37.05660382;37.68432665;36.45302963;20.31714276;27.56621647;14.41851759;231.7796547;253.72826;206.9448242;13.39344417;23.62660694;5.963575482;8.056153059;8.139032006;7.952387094;2.649469136;2.680604517;2.623796135;2.335155026;2.365754873;2.30711782;1.756500566;3.533162624;0.347009748;0.040697753;0.095269143;0.010354539;3.074195709;4.246244788;2.084007472;0.196677125;0.333239324;0.097169883;1.339986457;2.197440207;0.768008433;0.175932064;0.412384454;0.051799959;0.934472961;2.202125758;0.234144615;-0.014479332;0.047907822;-0.073646019;0.01501535;0.062102576;-0.02298057
st.011;37.05660382;37.68432665;36.45302963;20.31714276;27.56621647;14.41851759;231.7796547;253.72826;206.9448242;13.39344417;23.62660694;5.963575482;8.056153059;8.139032006;7.952387094;2.649469136;2.680604517;2.623796135;2.335155026;2.365754873;2.30711782;1.756500566;3.533162624;0.347009748;0.040697753;0.095269143;0.010354539;3.074195709;4.246244788;2.084007472;0.196677125;0.333239324;0.097169883;1.339986457;2.197440207;0.768008433;0.175932064;0.412384454;0.051799959;0.934472961;2.202125758;0.234144615;-0.014479332;0.047907822;-0.073646019;0.01501535;0.062102576;-0.02298057
st.012;37.05660382;37.68432665;36.45302963;20.31714276;27.56621647;14.41851759;231.7796547;253.72826;206.9448242;13.39344417;23.62660694;5.963575482;8.056153059;8.139032006;7.952387094;2.649469136;2.680604517;2.623796135;2.335155026;2.365754873;2.30711782;1.756500566;3.533162624;0.347009748;0.040697753;0.095269143;0.010354539;3.074195709;4.246244788;2.084007472;0.196677125;0.333239324;0.097169883;1.339986457;2.197440207;0.768008433;0.175932064;0.412384454;0.051799959;0.934472961;2.202125758;0.234144615;-0.014479332;0.047907822;-0.073646019;0.01501535;0.062102576;-0.02298057
