long_name;species;length;length.exp;width;width.exp;adhesiveness;adhesiveness.exp;pharynx;pharynx.exp;brain_capsule;brain_capsule.exp;shape;shape.exp;cephalic_sensory_area;cephalic_sensory_area.exp;eyes;eyes.exp;body_pigmentation;body_pigmentation.exp;statocyst;statocyst.exp;ciliation;ciliation.exp;compulatory_organ;copulatory_organ.exp;penis;penis.exp;accessory_spiny_organs;accessory_spiny_organs.exp;Family;Genera
Parotoplana_renatae_complex;Parp.036;1.4;mm;0.16;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Parotoplana
Parotoplana_spathifera_(10_spine);Parp.037;0.82;mm;0.09;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Parotoplana
Parotoplana_spathifera_(8_spine);Parp.038;0.82;mm;0.09;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Parotoplana
Parotoplana_tiny_Hospitalet;Parp.039;0.86;mm;0.13;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Parotoplana
Parotoplana_tubifera;Parp.040;2.73;mm;0.22;mm;3;adhesive patch;1;tubular;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;4;stylet with girdle with differentiated spines;1;copulatory stylet;0;absent;Otoplanidae;Parotoplana
Peraclistus_Eloro;Perc.001;0.9;mm;0.08;mm;2;pointed, adhesive;1;tubular;0;absent;1;cylindrical;0;absent;0;unpigmented;0;absent;1;present;0;entire body;0;unarmed;0;papilla inermis;1;present;Monocelididae;Peraclistus
Phylosirtis_aegusa;Phyl.001;0.61;mm;0.1;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Phylosirtis
Phylosirtis_sp_I;Phyl.002;0.71;mm;0.09;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Phylosirtis
Phylosirtis_sp_II_bis;Phyl.003;0.71;mm;0.09;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Phylosirtis
Polystyliphora_filum;Pols.001;2.15;mm;0.07;mm;0;obtuse, poorly adh;0;collar shaped;2;present;1;cylindrical;0;absent;0;unpigmented;0;absent;0;absent;0;entire body;1;stylet only;1;copulatory stylet;1;present;Polystyliphoridae;Polystyliphora
Polystyliphora_sp_II;Pols.002;2.15;mm;0.07;mm;0;obtuse, poorly adh;0;collar shaped;2;present;1;cylindrical;0;absent;0;unpigmented;0;absent;0;absent;0;entire body;1;stylet only;1;copulatory stylet;1;present;Polystyliphoridae;Polystyliphora
Postbursoplana_cf_Jarzouna;Posb.001;0.62;mm;0.14;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Postbursoplana
Postbursoplana_fibulata;Posb.002;0.61;mm;0.1;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Postbursoplana
Postbursoplana_n_sp_II;Posb.003;0.61;mm;0.1;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Postbursoplana
Praebursoplana_sp_nov;Prab.001;0.61;mm;0.1;mm;3;adhesive patch;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Praebursoplana
Pseudomonocelis_caputserpentis;Psem.001;1.17;mm;0.23;mm;2;pointed, adhesive;1;tubular;0;absent;1;cylindrical;0;absent;2;shielded;0;absent;1;present;0;entire body;0;unarmed;0;papilla inermis;0;absent;Monocelididae;Pseudomonocelis
Pseudomonocelis_occidentalis;Psem.002;1.17;mm;0.23;mm;2;pointed, adhesive;1;tubular;0;absent;1;cylindrical;0;absent;2;shielded;0;absent;1;present;0;entire body;0;unarmed;0;papilla inermis;0;absent;Monocelididae;Pseudomonocelis
Pseudomonocelis_ophiocephala;Psem.003;1.17;mm;0.23;mm;2;pointed, adhesive;1;tubular;0;absent;1;cylindrical;0;absent;2;shielded;0;absent;1;present;0;entire body;0;unarmed;0;papilla inermis;0;absent;Monocelididae;Pseudomonocelis
Vannuccia_non_campana;Vann.001;2.85;mm;0.13;mm;0;obtuse, poorly adh;0;collar shaped;2;present;1;cylindrical;0;absent;0;unpigmented;0;absent;1;present;0;entire body;6;spiny cirrus;2;cirrus;0;absent;Coelogynoporidae;Vannuccia
Vannuccia_campana;Vann.002;3.36;mm;0.22;mm;0;obtuse, poorly adh;0;collar shaped;2;present;1;cylindrical;0;absent;0;unpigmented;0;absent;1;present;0;entire body;6;spiny cirrus;2;cirrus;0;absent;Coelogynoporidae;Vannuccia
Xenotoplana_acus;Xeno.001;1.04;mm;0.12;mm;2;pointed, adhesive;0;collar shaped;2;present;0;flattened;1;present;0;unpigmented;0;absent;1;present;1;ventral sole;5;copulatory spines and differentiated girdle;1;copulatory stylet;0;absent;Otoplanidae;Xenotoplana
Yorknia_mediterranea;York.001;2.2;mm;0.1;mm;0;obtuse, poorly adh;0;collar shaped;1;poorly developed;1;cylindrical;0;absent;0;unpigmented;0;absent;1;present;0;entire body;3;stylet and girdle;1;copulatory stylet;0;absent;Yorkniidae;Yorknia
