code;marco.name;name;level;Country;Region;Mediterranean_Region;mean;sorting;skewness;kurtosis;comment.gran;latitude;longitude;Length;Orientation;Town;Harbour;richness
st.145;Hyeres swash;Hyeres;swash;FRA;Provence-Alpes-Côte d'Azur;Western Mediterranean;1196.6;1.675;-0.124;1.206;ok;43.0720931;6.1533611;1.2;W;NO;YES;3
st.146;Hyeres mid;Hyeres;mid;FRA;Provence-Alpes-Côte d'Azur;Western Mediterranean;674.1;2.664;-0.101;1.403;ok;43.0720932;6.1533622;1.2;W;NO;YES;3
st.147;Hyeres deep;Hyeres;deep;FRA;Provence-Alpes-Côte d'Azur;Western Mediterranean;167.4;1.379;-0.164;1.098;ok;43.0720933;6.1533633;1.2;W;NO;YES;2
st.148;Marseille swash;Marseille;swash;FRA;Provence-Alpes-Côte d'Azur;Western Mediterranean;1254.3;1.866;-0.099;1.096;ok;43.3584731;5.2943681;0.1;S;NO;YES;2
st.149;Marseille mid;Marseille;mid;FRA;Provence-Alpes-Côte d'Azur;Western Mediterranean;364.8;2.123;0.398;1.045;ok;43.3584732;5.2943682;0.1;S;NO;YES;5
st.150;Marseille deep;Marseille;deep;FRA;Provence-Alpes-Côte d'Azur;Western Mediterranean;224;1.481;0.008;1.053;ok;43.3584733;5.2943683;0.1;S;NO;YES;5
st.151;Frontignan Plage swash;Frontignan_Plage;swash;FRA;Occitanie;Western Mediterranean;785.1;2.826;-0.156;1.007;ok;43.4462371;3.8046481;16.1;SE;NO;NO;4
st.152;Frontignan Plage mid;Frontignan_Plage;mid;FRA;Occitanie;Western Mediterranean;289.1;2.064;0.416;0.943;ok;43.4462372;3.8046482;16.1;SE;NO;NO;1
st.153;Frontignan Plage deep;Frontignan_Plage;deep;FRA;Occitanie;Western Mediterranean;164.4;1.459;-0.116;1.234;ok;43.4462373;3.8046483;16.1;SE;NO;NO;2
st.154;Palavas les Flots swash;Palavas_les_Flots;swash;FRA;Occitanie;Western Mediterranean;1840.6;2.18;-0.089;0.991;ok;43.5358311;3.9585411;3.6;SE;NO;NO;3
st.155;Palavas les Flots mid;Palavas_les_Flots;mid;FRA;Occitanie;Western Mediterranean;247.4;1.815;0.383;1.067;ok;43.5358322;3.9585422;3.6;SE;NO;NO;3
st.156;Palavas les Flots deep;Palavas_les_Flots;deep;FRA;Occitanie;Western Mediterranean;184.2;1.442;0.11;1.298;ok;43.5358333;3.9585433;3.6;SE;NO;NO;2
st.157;Agde swash;Agde;swash;FRA;Occitanie;Western Mediterranean;1233.4;2.32;-0.102;0.997;ok;43.3013971;3.5405161;3.6;SE;YES;YES;2
st.158;Agde mid;Agde;mid;FRA;Occitanie;Western Mediterranean;308.4;1.522;0.024;0.804;ok;43.3013972;3.5405162;3.6;SE;YES;YES;4
st.159;Agde deep;Agde;deep;FRA;Occitanie;Western Mediterranean;238.2;1.672;0.248;0.852;ok;43.3013973;3.5405163;3.6;SE;YES;YES;3
st.160;Saint Pierre la mer swash;Saint_Pierre_la_mer;swash;FRA;Occitanie;Western Mediterranean;428.2;1.616;0.101;0.933;ok;43.1808511;3.1977851;5.6;SE;YES;NO;3
st.161;Saint Pierre la mer mid;Saint_Pierre_la_mer;mid;FRA;Occitanie;Western Mediterranean;278.4;1.547;-0.164;0.783;ok;43.1808522;3.1977852;5.6;SE;YES;NO;5
st.162;Saint Pierre la mer deep;Saint_Pierre_la_mer;deep;FRA;Occitanie;Western Mediterranean;224;1.55;0.241;0.84;ok;43.1808533;3.1977853;5.6;SE;YES;NO;4
st.163;Narbonne Plage swash;Narbonne_Plage;swash;FRA;Occitanie;Western Mediterranean;410.1;1.602;0.11;1.157;ok;43.1732491;3.1875711;0.9;SE;YES;NO;4
st.164;Narbonne Plage mid;Narbonne_Plage;mid;FRA;Occitanie;Western Mediterranean;280.5;1.557;-0.153;0.817;ok;43.1732492;3.1875712;0.9;SE;YES;NO;5
st.165;Narbonne Plage deep;Narbonne_Plage;deep;FRA;Occitanie;Western Mediterranean;218.9;1.537;0.259;0.896;ok;43.1732493;3.1875713;0.9;SE;YES;NO;4
st.166;S.Marie La Mer swash;S.Marie_La_Mer;swash;FRA;Occitanie;Western Mediterranean;1839.8;1.589;0.033;0.847;ok;42.7356541;3.0385511;3.2;E;YES;NO;2
st.167;S.Marie La Mer mid;S.Marie_La_Mer;mid;FRA;Occitanie;Western Mediterranean;698.8;1.321;-0.122;0.976;ok;42.7356542;3.0385522;3.2;E;YES;NO;1
st.168;S.Marie La Mer deep;S.Marie_La_Mer;deep;FRA;Occitanie;Western Mediterranean;489.1;1.543;0.068;0.741;ok;42.7356543;3.0385533;3.2;E;YES;NO;3
st.169;La Racou swash;La_Racou;swash;FRA;Occitanie;Western Mediterranean;2120.2;1.613;0.024;0.823;ok;42.5387471;3.0554111;0.7;E;YES;YES;3
st.170;La Racou mid;La_Racou;mid;FRA;Occitanie;Western Mediterranean;2861.9;1.676;0.02;1.252;ok;42.5387472;3.0554112;0.7;E;YES;YES;1
st.171;La Racou deep;La_Racou;deep;FRA;Occitanie;Western Mediterranean;1368;1.343;-0.157;1.076;ok;42.5387473;3.0554113;0.7;E;YES;YES;0
st.172;Banjuls swash;Banjuls;swash;FRA;Occitanie;Western Mediterranean;1038.3;1.822;0.283;0.919;ok;42.4818611;3.1306671;0.4;NE;YES;YES;5
st.173;Banjuls mid;Banjuls;mid;FRA;Occitanie;Western Mediterranean;392.8;1.553;0.032;0.754;ok;42.4818622;3.1306672;0.4;NE;YES;YES;7
st.174;Banjuls deep;Banjuls;deep;FRA;Occitanie;Western Mediterranean;324.4;2.37;0.043;0.991;ok;42.4818633;3.1306673;0.4;NE;YES;YES;5
st.175;Cerberes swash;Cerberes;swash;FRA;Occitanie;Western Mediterranean;1426.1;1.737;0.245;0.859;ok;42.4420261;3.1661351;0.1;W;YES;NO;2
st.176;Cerberes mid;Cerberes;mid;FRA;Occitanie;Western Mediterranean;323.1;1.622;0.028;0.901;ok;42.4420262;3.1661352;0.1;W;YES;NO;6
st.177;Cerberes deep;Cerberes;deep;FRA;Occitanie;Western Mediterranean;314.8;1.693;-0.005;1.169;ok;42.4420263;3.1661353;0.1;W;YES;NO;6
st.178;Colera swash;Colera;swash;ESP;Catalunya;Western Mediterranean;1514.6;2.217;0.08;0.887;ok;42.4046151;3.1569731;0.1;N;YES;YES;3
st.179;Colera mid;Colera;mid;ESP;Catalunya;Western Mediterranean;599.4;2.28;0.222;1.167;ok;42.4046152;3.1569732;0.1;N;YES;YES;5
st.180;Colera deep;Colera;deep;ESP;Catalunya;Western Mediterranean;323.9;1.724;0.008;1.099;ok;42.4046153;3.1569733;0.1;N;YES;YES;8
st.181;L'Estartit swash;L'Estartit;swash;ESP;Catalunya;Western Mediterranean;1725.9;1.755;0.137;1.09;ok;42.0477931;3.1986251;3.2;W;YES;YES;5
st.182;L'Estartit mid;L'Estartit;mid;ESP;Catalunya;Western Mediterranean;412.2;1.877;0.329;2.014;ok;42.0477932;3.1986252;3.2;W;YES;YES;6
st.183;L'Estartit deep;L'Estartit;deep;ESP;Catalunya;Western Mediterranean;264.4;1.537;-0.119;0.752;ok;42.0477933;3.1986253;3.2;W;YES;YES;6
st.184;Empuria Brava swash;Empuria_Brava;swash;ESP;Catalunya;Western Mediterranean;3132.3;1.607;0.084;1.281;ok;42.2481411;3.1355071;1.8;SW;NO;NO;3
st.185;Empuria Brava mid;Empuria_Brava;mid;ESP;Catalunya;Western Mediterranean;211.3;1.474;0.264;1.04;ok;42.2481412;3.1355072;1.8;SW;NO;NO;2
st.186;Empuria Brava deep;Empuria_Brava;deep;ESP;Catalunya;Western Mediterranean;191.4;1.463;0.212;1.248;ok;42.2481413;3.1355073;1.8;SW;NO;NO;4
st.187;Blanes swash;Blanes;swash;ESP;Catalunya;Western Mediterranean;3024.2;1.722;0.035;1.108;ok;41.6719511;2.7914591;3;SW;YES;YES;4
st.188;Blanes mid;Blanes;mid;ESP;Catalunya;Western Mediterranean;1458.6;1.822;0.099;1.089;ok;41.6719512;2.7914592;3;SW;YES;YES;6
st.189;Blanes deep;Blanes;deep;ESP;Catalunya;Western Mediterranean;422.4;1.866;0.326;1.997;ok;41.6719513;2.7914593;3;SW;YES;YES;4
st.190;Castelldefels swash;Castelldefels;swash;ESP;Catalunya;Western Mediterranean;1696.4;1.86;0.154;1.261;ok;41.2638241;1.9616691;14.6;S;YES;YES;2
st.191;Castelldefels mid;Castelldefels;mid;ESP;Catalunya;Western Mediterranean;255.5;1.768;0.31;0.944;ok;41.2638242;1.9616692;14.6;S;YES;YES;3
st.192;Castelldefels deep;Castelldefels;deep;ESP;Catalunya;Western Mediterranean;180.8;1.469;0.053;1.388;ok;41.2638243;1.9616693;14.6;S;YES;YES;1
st.193;Hospitalet de l'Infant swash;Hospitalet_de_Infant;swash;ESP;Communidad_Valenciana;Western Mediterranean;1586.3;2.128;-0.101;1.289;ok;40.9853511;0.9123891;2.2;S;YES;YES;6
st.194;Hospitalet de l'Infant mid;Hospitalet_de_Infant;mid;ESP;Communidad_Valenciana;Western Mediterranean;249.9;1.785;0.291;0.953;ok;40.9853522;0.9123892;2.2;S;YES;YES;7
st.195;Hospitalet de l'Infantdeep;Hospitalet_de_Infant;deep;ESP;Communidad_Valenciana;Western Mediterranean;239;1.89;0.055;1.025;ok;40.9853533;0.9123893;2.2;S;YES;YES;6
st.196;Benicarlò swash;Benicarlò;swash;ESP;Communidad_Valenciana;Western Mediterranean;2409.6;1.601;-0.145;1.185;ok;40.4069961;0.4247811;5.9;E;YES;YES;1
st.197;Benicarlò mid;Benicarlò;mid;ESP;Communidad_Valenciana;Western Mediterranean;1468;2.301;-0.068;1.085;ok;40.4069962;0.4247812;5.9;E;YES;YES;2
st.198;Benicarlò deep;Benicarlò;deep;ESP;Communidad_Valenciana;Western Mediterranean;1331.9;2.076;-0.097;1.056;ok;40.4069963;0.4247813;5.9;E;YES;YES;0
st.199;Torre Nostra swash;Torre_Nostra;swash;ESP;Communidad_Valenciana;Western Mediterranean;596.4;3.708;0.432;0.651;ok;40.1911841;0.2205991;0.3;E;YES;NO;4
st.200;Torre Nostra mid;Torre_Nostra;mid;ESP;Communidad_Valenciana;Western Mediterranean;171.9;1.466;-0.025;1.341;ok;40.1911842;0.2205992;0.3;E;YES;NO;3
st.201;Torre Nostra deep;Torre_Nostra;deep;ESP;Communidad_Valenciana;Western Mediterranean;164.8;1.541;-0.067;1.325;ok;40.1911843;0.2205993;0.3;E;YES;NO;2
st.202;Pirulì swash;Pirulì;swash;ESP;Communidad_Valenciana;Western Mediterranean;445.4;2.141;-0.19;0.84;ok;40.0155111;0.0386691;7.9;E;YES;NO;1
st.203;Pirulì mid;Pirulì;mid;ESP;Communidad_Valenciana;Western Mediterranean;175.6;1.408;-0.015;1.274;ok;40.0155222;0.0386692;7.9;E;YES;NO;3
st.204;Pirulì deep;Pirulì;deep;ESP;Communidad_Valenciana;Western Mediterranean;174.4;1.321;-0.123;0.98;ok;40.0155333;0.0386693;7.9;E;YES;NO;3
st.205;Puig Playa swash;Puig_Playa;swash;ESP;Communidad_Valenciana;Western Mediterranean;422.8;2.662;0.348;0.789;ok;39.5846491;-0.2720991;1.7;E;YES;NO;4
st.206;Puig Playa mid;Puig_Playa;mid;ESP;Communidad_Valenciana;Western Mediterranean;165.8;1.396;-0.184;1.093;ok;39.5846492;-0.2720992;1.7;E;YES;NO;2
st.207;Puig Playa deep;Puig_Playa;deep;ESP;Communidad_Valenciana;Western Mediterranean;157.3;1.457;-0.241;1.085;ok;39.5846493;-0.2720993;1.7;E;YES;NO;1
st.208;Oliva swash;Oliva;swash;ESP;Communidad_Valenciana;Western Mediterranean;244.9;1.542;0.083;0.742;ok;38.9093421;-0.0676111;10.1;NE;YES;NO;5
st.209;Oliva mid;Oliva;mid;ESP;Communidad_Valenciana;Western Mediterranean;210.8;1.477;0.27;1.072;ok;38.9093422;-0.0676122;10.1;NE;YES;NO;1
st.210;Oliva deep;Oliva;deep;ESP;Communidad_Valenciana;Western Mediterranean;182.1;1.347;0.156;1.073;ok;38.9093423;-0.0676133;10.1;NE;YES;NO;2
st.211;Cullera swash;Cullera;swash;ESP;Communidad_Valenciana;Western Mediterranean;253.9;1.472;0.024;0.697;ok;39.1713011;-0.2388591;3.7;W;YES;NO;3
st.212;Cullera mid;Cullera;mid;ESP;Communidad_Valenciana;Western Mediterranean;232.4;1.398;0.322;1.195;ok;39.1713012;-0.2388592;3.7;W;YES;NO;2
st.213;Cullera deep;Cullera;deep;ESP;Communidad_Valenciana;Western Mediterranean;196.4;1.244;0.188;1.012;ok;39.1713013;-0.2388593;3.7;W;YES;NO;3
st.226;Santa Amanza swash;Santa_Amanza;swash;FRA;Corse;Western Mediterranean;2344.7;1.713;-0.071;0.992;ok;41.4160671;9.2368311;0.2;N;NO;NO;3
st.227;Santa Amanza mid;Santa_Amanza;mid;FRA;Corse;Western Mediterranean;2353.6;1.941;-0.073;1.022;ok;41.4160672;9.2368322;0.2;N;NO;NO;1
st.228;Santa Amanza deep;Santa_Amanza;deep;FRA;Corse;Western Mediterranean;438;2.902;0.377;1.198;ok;41.4160673;9.2368333;0.2;N;NO;NO;4
st.229;Rondinara swash;Rondinara;swash;FRA;Corse;Western Mediterranean;2370.5;1.84;0.083;0.967;ok;41.4659131;9.2676891;0.3;S;NO;NO;1
st.230;Rondinara mid;Rondinara;mid;FRA;Corse;Western Mediterranean;1279.4;1.912;0.115;1.116;ok;41.4659132;9.2676892;0.3;S;NO;NO;4
st.231;Rondinara deep;Rondinara;deep;FRA;Corse;Western Mediterranean;323.7;2.683;0.343;0.783;ok;41.4659133;9.2676893;0.3;S;NO;NO;3
st.232;Balistro swash;Balistro;swash;FRA;Corse;Western Mediterranean;1773.4;1.524;0.201;0.817;ok;41.4381721;9.2228121;0.8;E;NO;NO;5
st.233;Balistro mid;Balistro;mid;FRA;Corse;Western Mediterranean;1333.6;2.041;0.17;0.858;ok;41.4381722;9.2228122;0.8;E;NO;NO;3
st.234;Balistro deep;Balistro;deep;FRA;Corse;Western Mediterranean;490.3;1.537;0.035;0.739;ok;41.4381723;9.2228123;0.8;E;NO;NO;6
st.235;Santa Giulia swash;Santa_Giulia;swash;FRA;Corse;Western Mediterranean;178.5;1.545;0.048;1.464;ok;41.5256491;9.2719931;1.3;E;NO;NO;3
st.236;Santa Giulia mid;Santa_Giulia;mid;FRA;Corse;Western Mediterranean;175.6;1.672;0.109;1.704;ok;41.5256492;9.2719932;1.3;E;NO;NO;1
st.237;Santa Giulia deep;Santa_Giulia;deep;FRA;Corse;Western Mediterranean;145.5;1.505;-0.228;0.889;ok;41.5256493;9.2719933;1.3;E;NO;NO;1
st.238;Ficareto swash;Ficareto;swash;FRA;Corse;Western Mediterranean;1472.6;2.324;0.123;0.896;ok;42.4157031;9.5405031;34.1;E;YES;NO;2
st.239;Ficareto mid;Ficareto;mid;FRA;Corse;Western Mediterranean;290.7;1.721;0.006;0.986;ok;42.4157032;9.5405032;34.1;E;YES;NO;4
st.240;Ficareto deep;Ficareto;deep;FRA;Corse;Western Mediterranean;126.7;1.592;0.003;0.743;ok;42.4157033;9.5405033;34.1;E;YES;NO;1
st.241;Cervione swash;Cervione;swash;FRA;Corse;Western Mediterranean;987.9;1.79;0.007;0.981;ok;42.3212461;9.5478491;1.9;E;YES;YES;3
st.242;Cervione mid;Cervione;mid;FRA;Corse;Western Mediterranean;192.9;1.555;0.106;1.323;ok;42.3212462;9.5478492;1.9;E;YES;YES;5
st.243;Cervione deep;Cervione;deep;FRA;Corse;Western Mediterranean;231.3;1.537;0.177;0.776;ok;42.3212463;9.5478493;1.9;E;YES;YES;4
st.244;Calvi swash;Calvi;swash;FRA;Corse;Western Mediterranean;183.1;1.397;0.149;1.191;ok;42.5612131;8.7577621;2.8;NE;YES;YES;2
st.245;Calvi mid;Calvi;mid;FRA;Corse;Western Mediterranean;184.6;1.383;0.179;1.15;ok;42.5612132;8.7577622;2.8;NE;YES;YES;4
st.246;Calvi deep;Calvi;deep;FRA;Corse;Western Mediterranean;259;1.558;-0.016;0.738;ok;42.5612133;8.7577623;2.8;NE;YES;YES;4
st.247;Occelluccia swash;Occelluccia;swash;FRA;Corse;Western Mediterranean;2943.1;1.794;-0.154;0.632;ok;42.5719951;8.7262081;0.1;E;NO;NO;1
st.248;Occelluccia mid;Occelluccia;mid;FRA;Corse;Western Mediterranean;5022;1.28;-3.224;0.179;ok;42.5719952;8.7262082;0.1;E;NO;NO;3
st.249;Occelluccia deep;Occelluccia;deep;FRA;Corse;Western Mediterranean;314.4;1.671;-0.054;1.163;ok;42.5719953;8.7262083;0.1;E;NO;NO;1
st.250;Alga plage swash;Alga_plage;swash;FRA;Corse;Western Mediterranean;591.5;2.593;0.386;0.969;ok;42.5617311;8.7277641;0.1;N;NO;NO;1
st.251;Alga plage mid;Alga_plage;mid;FRA;Corse;Western Mediterranean;850.5;3.12;0.175;0.754;ok;42.5617312;8.7277642;0.1;N;NO;NO;2
st.252;Alga plage deep;Alga_plage;deep;FRA;Corse;Western Mediterranean;300.1;1.814;0.066;1.478;ok;42.5617313;8.7277643;0.1;N;NO;NO;1
st.253;Propriano swash;Propriano;swash;FRA;Corse;Western Mediterranean;2037.4;1.532;-0.041;0.739;ok;41.6848711;8.9162361;1.1;W;NO;NO;0
st.254;Propriano mid;Propriano;mid;FRA;Corse;Western Mediterranean;3034.9;1.534;0.075;1.305;ok;41.6848722;8.9162362;1.1;W;NO;NO;0
st.255;Propriano deep;Propriano;deep;FRA;Corse;Western Mediterranean;1928.4;1.541;0.121;0.749;ok;41.6848733;8.9162363;1.1;W;NO;NO;0
st.256;Bosa swash;Bosa;swash;ITA;Sardegna;Western Mediterranean;621.4;1.442;-0.246;1.089;ok;40.2885221;8.4786451;0.8;S;YES;YES;3
st.257;Bosa mid;Bosa;mid;ITA;Sardegna;Western Mediterranean;556.6;1.536;-0.189;0.797;ok;40.2885222;8.4786452;0.8;S;YES;YES;5
st.258;Bosa deep;Bosa;deep;ITA;Sardegna;Western Mediterranean;229.2;1.695;0.033;0.899;ok;40.2885223;8.4786453;0.8;S;YES;YES;3
st.259;Cala St. Andrea swash;Cala_St._Andrea;swash;ITA;Sardegna;Western Mediterranean;457.7;1.554;0.219;0.803;ok;41.0133221;8.2504211;0.4;NE;NO;NO;5
st.260;Cala St. Andrea mid;Cala_St._Andrea;mid;ITA;Sardegna;Western Mediterranean;425.1;1.515;0.235;0.915;ok;41.0133222;8.2504212;0.4;NE;NO;NO;3
st.261;Cala St. Andrea deep;Cala_St._Andrea;deep;ITA;Sardegna;Western Mediterranean;388.7;1.553;0.104;1.302;ok;41.0133223;8.2504213;0.4;NE;NO;NO;3
st.262;Ossario (L'Asinara)swash;Ossario_La_maddalena;swash;ITA;Sardegna;Western Mediterranean;398.9;2.209;0.144;0.921;ok;41.0631711;8.2809981;0.1;SE;NO;NO;1
st.263;Ossario (L'Asinara) mid;Ossario_La_maddalena;mid;ITA;Sardegna;Western Mediterranean;287.4;1.615;-0.083;0.955;ok;41.0631712;8.2809982;0.1;SE;NO;NO;3
st.264;Ossario (L'Asinara) deep;Ossario_La_maddalena;deep;ITA;Sardegna;Western Mediterranean;701.8;2.569;0.182;0.923;ok;41.0631713;8.2809983;0.1;SE;NO;NO;2
st.265;Poglina swash;Poglina;swash;ITA;Sardegna;Western Mediterranean;442.3;1.62;0.388;1.247;ok;40.4962121;8.3677731;0.9;SW;NO;NO;2
st.266;Poglina mid;Poglina;mid;ITA;Sardegna;Western Mediterranean;344.2;1.364;-0.142;1.097;ok;40.4962122;8.3677732;0.9;SW;NO;NO;4
st.267;Poglina deep;Poglina;deep;ITA;Sardegna;Western Mediterranean;294.1;1.489;-0.252;0.969;ok;40.4962123;8.3677733;0.9;SW;NO;NO;9
st.268;Su Pallosu Swash;Su_Pallosu;swash;ITA;Sardegna;Western Mediterranean;665.6;1.912;0.107;1.384;ok;40.0512631;8.4030181;0.1;N;NO;NO;2
st.269;Su Pallosu mid;Su_Pallosu;mid;ITA;Sardegna;Western Mediterranean;729.3;1.491;0.089;1.467;ok;40.0512632;8.4030182;0.1;N;NO;NO;5
st.270;Su Pallosu deep;Su_Pallosu;deep;ITA;Sardegna;Western Mediterranean;480.1;1.551;0.104;0.747;ok;40.0512633;8.4030183;0.1;N;NO;NO;3
st.271;La Mandriola Swash;La_Mandriola;swash;ITA;Sardegna;Western Mediterranean;560.1;1.985;-0.244;1.269;ok;40.0326771;8.3982161;1.9;W;YES;NO;4
st.272;La Mandriola mid;La_Mandriola;mid;ITA;Sardegna;Western Mediterranean;240.6;1.812;0.47;1.148;ok;40.0326772;8.3982162;1.9;W;YES;NO;1
st.273;La Mandriola deep;La_Mandriola;deep;ITA;Sardegna;Western Mediterranean;178.1;1.565;0.055;1.479;ok;40.0326773;8.3982163;1.9;W;YES;NO;0
st.274;Porto Scuso swash;Porto_Scuso;swash;ITA;Sardegna;Western Mediterranean;444.1;1.693;0.059;0.953;ok;39.2093381;8.3731531;0.3;S;YES;NO;2
st.275;Porto Scuso mid;Porto_Scuso;mid;ITA;Sardegna;Western Mediterranean;242.7;1.548;0.081;0.743;ok;39.2093382;8.3731532;0.3;S;YES;NO;2
st.276;Porto Scuso deep;Porto_Scuso;deep;ITA;Sardegna;Western Mediterranean;208.1;1.504;0.267;1.081;ok;39.2093383;8.3731533;0.3;S;YES;NO;5
st.277;Porto Pino Swash;Porto_Pino;swash;ITA;Sardegna;Western Mediterranean;207.1;1.628;0.275;1.43;ok;38.9624511;8.5986721;0.5;S;YES;YES;2
st.278;Porto Pino mid;Porto_Pino;mid;ITA;Sardegna;Western Mediterranean;191.1;1.496;0.137;1.299;ok;38.9624512;8.5986722;0.5;S;YES;YES;2
st.279;Porto Pino deep;Porto_Pino;deep;ITA;Sardegna;Western Mediterranean;181.7;1.444;0.076;1.335;ok;38.9624513;8.5986723;0.5;S;YES;YES;4
st.280;Torre Ulivi Swash;Torre_Ulivi;swash;ITA;Sardegna;Western Mediterranean;1657.8;1.77;0.028;1.096;ok;39.1302861;9.0141091;1.9;E;YES;NO;3
st.281;Torre Ulivi mid;Torre_Ulivi;mid;ITA;Sardegna;Western Mediterranean;129.3;1.54;-0.053;0.741;ok;39.1302862;9.0141092;1.9;E;YES;NO;2
st.282;Torre Ulivi deep;Torre_Ulivi;deep;ITA;Sardegna;Western Mediterranean;101.1;1.607;0.099;1.543;ok;39.1302863;9.0141093;1.9;E;YES;NO;1
st.283;Geremeas Swash;Geremeas;swash;ITA;Sardegna;Western Mediterranean;1895.5;1.819;-0.178;1.023;ok;39.1680071;9.3769671;1.4;W;YES;NO;5
st.284;Geremeas mid;Geremeas;mid;ITA;Sardegna;Western Mediterranean;1743.6;1.588;0.162;0.936;ok;39.1680072;9.3769672;1.4;W;YES;NO;2
st.285;Geremeas deep;Geremeas;deep;ITA;Sardegna;Western Mediterranean;260.7;1.616;0.017;0.808;ok;39.1680073;9.3769673;1.4;W;YES;NO;4
st.286;Porto Corallo Swash;Porto_Corallo;swash;ITA;Sardegna;Western Mediterranean;1364.6;2.601;-0.024;0.811;ok;39.4443711;9.6410081;0.2;E;NO;YES;8
st.287;Porto Corallo mid;Porto_Corallo;mid;ITA;Sardegna;Western Mediterranean;261.1;1.538;-0.087;0.745;ok;39.4443722;9.6410082;0.2;E;NO;YES;4
st.288;Porto Corallo deep;Porto_Corallo;deep;ITA;Sardegna;Western Mediterranean;204.1;1.477;0.248;1.062;ok;39.4443733;9.6410083;0.2;E;NO;YES;4
st.289;Baia Cea Swash;Baia_Cea;swash;ITA;Sardegna;Western Mediterranean;1409.7;1.498;-0.004;1.354;ok;39.8698881;9.6827711;1.1;E;NO;NO;4
st.290;Baia Cea mid;Baia_Cea;mid;ITA;Sardegna;Western Mediterranean;1248.2;1.594;-0.096;1.24;ok;39.8698882;9.6827722;1.1;E;NO;NO;4
st.291;Baia Cea deep;Baia_Cea;deep;ITA;Sardegna;Western Mediterranean;323.3;1.606;-0.07;1.288;ok;39.8698883;9.6827733;1.1;E;NO;NO;10
st.292;La Caletta Swash;La_Caletta;swash;ITA;Sardegna;Western Mediterranean;619.5;1.564;-0.126;1.24;ok;40.6054571;9.7510061;3.7;E;YES;YES;4
st.293;La Caletta mid;La_Caletta;mid;ITA;Sardegna;Western Mediterranean;316.6;1.42;-0.234;1.105;ok;40.6054572;9.7510062;3.7;E;YES;YES;3
st.294;La Caletta deep;La_Caletta;deep;ITA;Sardegna;Western Mediterranean;234.4;1.541;0.161;0.765;ok;40.6054573;9.7510063;3.7;E;YES;YES;4
st.295;Tiriarzu Swash;Tiriarzu;swash;ITA;Sardegna;Western Mediterranean;1752;1.542;0.219;0.841;ok;40.6300821;9.7423681;3.9;E;NO;NO;1
st.296;Tiriarzu mid;Tiriarzu;mid;ITA;Sardegna;Western Mediterranean;726.5;2.403;-0.079;1.14;ok;40.6300822;9.7423682;3.9;E;NO;NO;1
st.297;Tiriarzu deep;Tiriarzu;deep;ITA;Sardegna;Western Mediterranean;430.2;1.496;0.267;0.97;ok;40.6300823;9.7423683;3.9;E;NO;NO;4
st.298;Tavolara Swash;Tavolara;swash;ITA;Sardegna;Western Mediterranean;1333.6;2.116;0.222;0.911;ok;40.8927711;9.6799981;0.9;S;NO;NO;1
st.299;Tavolara mid;Tavolara;mid;ITA;Sardegna;Western Mediterranean;472.6;1.566;0.105;0.749;ok;40.8927722;9.6799982;0.9;S;NO;NO;1
st.300;Tavolara deep;Tavolara;deep;ITA;Sardegna;Western Mediterranean;1831.2;1.948;0.187;1.105;ok;40.8927733;9.6799983;0.9;S;NO;NO;4
st.301;Molara Swash;Molara;swash;ITA;Sardegna;Western Mediterranean;1604.3;1.627;0.096;1.265;ok;40.8625641;9.7241151;1.4;SW;NO;NO;1
st.302;Molara mid;Molara;mid;ITA;Sardegna;Western Mediterranean;1119.7;1.747;0.01;0.972;ok;40.8625642;9.7241152;1.4;SW;NO;NO;3
st.303;Molara deep;Molara;deep;ITA;Sardegna;Western Mediterranean;316.9;1.481;-0.187;1.161;ok;40.8625643;9.7241153;1.4;SW;NO;NO;8
st.304;Golfo Aranci swash;Golfo_Aranci;swash;ITA;Sardegna;Western Mediterranean;478.8;2.245;0.134;1.017;ok;40.9951181;9.5996041;0.1;SE;NO;NO;4
st.305;Golfo Aranci mid;Golfo_Aranci;mid;ITA;Sardegna;Western Mediterranean;198;1.461;0.242;1.103;ok;40.9951182;9.5996042;0.1;SE;NO;NO;1
st.306;Golfo Aranci deep;Golfo_Aranci;deep;ITA;Sardegna;Western Mediterranean;253.6;1.572;0.043;0.738;ok;40.9951183;9.5996043;0.1;SE;NO;NO;5
st.307;Porto Liscia swash;Porto_Liscia;swash;ITA;Sardegna;Western Mediterranean;2360.3;1.763;0.03;0.904;ok;41.1926511;9.2922661;3;N;NO;NO;1
st.308;Porto Liscia mid;Porto_Liscia;mid;ITA;Sardegna;Western Mediterranean;1840.9;2.042;0.079;1.057;ok;41.1926522;9.2922662;3;N;NO;NO;3
st.309;Porto Liscia deep;Porto_Liscia;deep;ITA;Sardegna;Western Mediterranean;603.9;1.914;0.109;0.887;ok;41.1926533;9.2922663;3;N;NO;NO;3
st.310;Isola Gabbiani swash;Isola_Gabbiani;swash;ITA;Sardegna;Western Mediterranean;1320.7;1.393;-0.193;1.129;ok;41.1903571;9.3262441;0.9;NE;NO;NO;1
st.311;Isola Gabbiani mid;Isola_Gabbiani;mid;ITA;Sardegna;Western Mediterranean;1150.2;1.596;-0.114;0.936;ok;41.1903572;9.3262442;0.9;NE;NO;NO;1
